informant,project,sex,age,ethnicity,education,occupation,latitude,longitude,attic
TX824,LAGS,Female,42,White,At least some college or beyond,Clerical or sales position,31.6039,-94.656,loft 
TX825,LAGS,Female,76,White,At least some high school,Keeping house,32.3457,-95.2967,attic 
TX826,LAGS,Male,53,White,At least some college or beyond,Service worker,32.3467,-95.2943,attic 
TX827,LAGS,Female,30,White,At least some college or beyond,Keeping house,32.3467,-95.3007,attic 
TX828,LAGS,Female,67,Black or African American,At least some high school,Service worker,32.545,-94.3537,attic 
TX828,LAGS,Female,67,Black or African American,At least some high school,Service worker,32.545,-94.3537,loft 
TX828,LAGS,Female,67,Black or African American,At least some high school,Service worker,32.545,-94.3537,top of the house 
TX829,LAGS,Female,80,White,Between 1 and 8 years,Clerical or sales position,32.5598,-94.3955,attic 
TX829,LAGS,Female,80,White,Between 1 and 8 years,Clerical or sales position,32.5598,-94.3955,loft 
TX830,LAGS,Female,23,Black or African American,At least some college or beyond,Clerical or sales position,32.5486,-94.3509,attic 
TX831,LAGS,Male,32,White,At least some college or beyond,Professional & technical,32.5451,-94.3502,attic 
TX832,LAGS,Male,82,White,At least some high school,Operative,33.4283,-94.0431,attic 
TX833,LAGS,Male,27,White,At least some college or beyond,Operative,33.4252,-94.048,attic 
TX834,LAGS,Male,29,White,At least some college or beyond,"Manager, official or proprietor",33.1571,-94.9685,attic 
TX835,LAGS,Male,58,Black or African American,Between 1 and 8 years,Farmer,33.8708,-95.5762,loft 
TX836,LAGS,Male,61,White,Between 1 and 8 years,Craftsman or foreman,33.8448,-95.6983,attic 
TX836,LAGS,Male,61,White,Between 1 and 8 years,Craftsman or foreman,33.8448,-95.6983,loft 
TX837,LAGS,Female,86,White,At least some college or beyond,Teacher,33.1391,-96.1072,attic 
TX838,LAGS,Male,93,White,Between 1 and 8 years,Operative,33.7596,-96.5366,attic 
TX839,LAGS,Male,74,White,Between 1 and 8 years,Farmer,33.4882,-97.1651,attic 
TX840,LAGS,Female,79,White,Between 1 and 8 years,Keeping house,33.2166,-97.1317,attic 
TX841,LAGS,Female,70,White,Between 1 and 8 years,Operative,32.749,-97.3294,NR
TX842,LAGS,Female,64,Black or African American,At least some high school,Operative,32.7798,-96.7913,attic 
TX843,LAGS,Female,42,Black or African American,At least some high school,Unknown,32.7807,-96.7956,attic 
TX844,LAGS,Female,85,White,At least some college or beyond,Craftsman or foreman,32.778,-96.7962,attic 
TX845,LAGS,Female,16,White,At least some high school,Student,32.7806,-96.8031,attic 
TX846,LAGS,Male,29,White,At least some college or beyond,Clerical or sales position,32.7787,-96.8041,attic 
TX847,LAGS,Male,32,Black or African American,At least some college or beyond,Public servant,32.7768,-96.8021,attic 
TX847,LAGS,Male,32,Black or African American,At least some college or beyond,Public servant,32.7768,-96.8021,loft 
TX848,LAGS,Female,71,White,At least some college or beyond,Keeping house,31.7617,-95.6315,attic 
TX849,LAGS,Male,60,White,At least some college or beyond,"Manager, official or proprietor",32.0915,-96.4637,attic 
TX850,LAGS,Male,68,White,At least some high school,Farmer,32.3863,-96.8488,attic 
TX850,LAGS,Male,68,White,At least some high school,Farmer,32.3863,-96.8488,scuttle hole 
TX851,LAGS,Female,84,White,At least some high school,Clerical or sales position,32.4312,-97.1019,attic 
TX852,LAGS,Female,73,White,Between 1 and 8 years,Keeping house,31.5705,-97.1495,NR
TX853,LAGS,Female,80,White,Between 1 and 8 years,Keeping house,31.572,-97.1491,attic 
TX854,LAGS,Male,77,White,At least some high school,Clerical or sales position,31.0982,-97.3428,attic 
TX855,LAGS,Male,74,White,Between 1 and 8 years,Farmer,30.5321,-96.6925,attic 
TX856,LAGS,Male,88,White,Between 1 and 8 years,Craftsman or foreman,30.7182,-95.569,NR
TX857,LAGS,Female,71,Black or African American,At least some college or beyond,Keeping house,30.723,-95.5488,loft 
TX858,LAGS,Male,67,White,At least some college or beyond,Farmer,30.723,-95.5515,attic 
TX858,LAGS,Male,67,White,At least some college or beyond,Farmer,30.723,-95.5515,loft 
TX859,LAGS,Female,41,White,At least some college or beyond,Keeping house,30.7237,-95.5529,attic 
TX860,LAGS,Female,69,Black or African American,At least some high school,Keeping house,30.0862,-94.1013,attic 
TX860,LAGS,Female,69,Black or African American,At least some high school,Keeping house,30.0862,-94.1013,loft 
TX861,LAGS,Male,64,White,At least some high school,Craftsman or foreman,30.075,-94.1021,attic 
TX862,LAGS,Male,30,White,At least some high school,Operative,29.8989,-93.9287,attic 
TX863,LAGS,Female,47,White,At least some college or beyond,Keeping house,30.086,-94.1108,attic 
TX864,LAGS,Female,75,Black or African American,Between 1 and 8 years,Unknown,29.761,-95.3726,attic 
TX865,LAGS,Male,72,White,Between 1 and 8 years,Craftsman or foreman,29.7622,-95.3684,attic 
TX866,LAGS,Male,15,Black or African American,At least some high school,Student,29.7601,-95.3701,attic 
TX867,LAGS,Male,15,White,At least some high school,Student,29.7585,-95.3713,attic 
TX867,LAGS,Male,15,White,At least some high school,Student,29.7585,-95.3713,loft 
TX868,LAGS,Male,53,Black or African American,At least some college or beyond,Operative,29.7565,-95.3704,NR
TX869,LAGS,Female,30,Black or African American,At least some college or beyond,Clerical or sales position,29.7625,-95.3593,attic 
TX869,LAGS,Female,30,Black or African American,At least some college or beyond,Clerical or sales position,29.7625,-95.3593,storage space 
TX870,LAGS,Female,33,White,At least some college or beyond,"Manager, official or proprietor",29.7594,-95.3616,attic 
TX870,LAGS,Female,33,White,At least some college or beyond,"Manager, official or proprietor",29.7594,-95.3616,attic room 
TX870,LAGS,Female,33,White,At least some college or beyond,"Manager, official or proprietor",29.7594,-95.3616,loft 
TX871,LAGS,Male,79,White,At least some college or beyond,Clerical or sales position,29.2959,-94.808,attic 
TX872,LAGS,Female,91,Black or African American,No formal education,Farmer,28.983,-95.97,loft 
TX873,LAGS,Female,86,White,No formal education,Clerical or sales position,28.9635,-95.8551,attic 
TX874,LAGS,Male,67,White,At least some high school,"Manager, official or proprietor",28.6909,-95.9682,attic 
TX875,LAGS,Male,75,White,Between 1 and 8 years,Farmer,28.8808,-97.1721,attic 
TX876,LAGS,Female,29,White,At least some college or beyond,Keeping house,28.8057,-96.9994,attic 
TX877,LAGS,Male,44,White,At least some college or beyond,Professional & technical,28.8055,-97.0035,attic 
TX878,LAGS,Female,59,White,At least some college or beyond,Public servant,28.4551,-96.888,attic 
TX879,LAGS,Male,83,White,At least some high school,Clerical or sales position,28.6682,-97.3888,attic 
TX880,LAGS,Male,79,White,Between 1 and 8 years,Craftsman or foreman,29.6822,-96.9034,attic 
TX881,LAGS,Female,59,White,At least some high school,Keeping house,30.0199,-96.7295,NR
TX882,LAGS,Male,76,White,At least some high school,Operative,30.2624,-97.7411,attic 
TX883,LAGS,Female,82,White,At least some college or beyond,Clerical or sales position,30.2633,-97.7445,attic 
TX884,LAGS,Male,90,White,Between 1 and 8 years,"Manager, official or proprietor",29.6984,-98.1203,attic 
TX885,LAGS,Female,72,White,Between 1 and 8 years,"Manager, official or proprietor",29.7028,-98.1243,attic 
TX886,LAGS,Female,53,White,At least some high school,Keeping house,29.4243,-98.4932,attic 
TX887,LAGS,Male,65,White,At least some high school,Service worker,29.4252,-98.4974,attic 
TX888,LAGS,Male,17,Black or African American,At least some high school,Student,29.4238,-98.4878,attic 
TX889,LAGS,Female,16,White,At least some high school,Student,29.4235,-98.4901,attic 
TX890,LAGS,Female,41,Black or African American,At least some college or beyond,Teacher,29.4264,-98.4946,attic 
TX891,LAGS,Female,25,White,At least some college or beyond,Clerical or sales position,29.4264,-98.4913,attic 
TX892,LAGS,Male,73,White,At least some college or beyond,"Manager, official or proprietor",29.3475,-99.1417,NR
TX893,LAGS,Female,58,White,Between 1 and 8 years,Clerical or sales position,27.5309,-99.5015,NR
TX894,LAGS,Male,74,White,At least some high school,Farmer,28.0295,-99.3581,attic 
TX895,LAGS,Male,40,White,At least some college or beyond,Farmer,27.5309,-99.5044,attic 
TX896,LAGS,Male,77,White,Between 1 and 8 years,Laborer,27.0475,-99.4376,NR
TX897,LAGS,Male,71,White,At least some college or beyond,Clerical or sales position,27.0421,-99.437,air space 
TX898,LAGS,Male,68,White,At least some high school,"Manager, official or proprietor",26.4024,-99.0086,attic 
TX899,LAGS,Female,40,White,At least some high school,Keeping house,26.4028,-99.0116,attic 
TX900,LAGS,Male,53,White,At least some high school,Operator,27.2264,-98.1412,attic 
TX901,LAGS,Female,29,White,At least some college or beyond,Clerical or sales position,27.2268,-98.1443,attic 
TX902,LAGS,Male,23,White,At least some college or beyond,Student,28.0367,-97.5092,attic 
TX903,LAGS,Female,86,Black or African American,Between 1 and 8 years,Service worker,27.7925,-97.3964,attic 
TX904,LAGS,Male,84,White,At least some high school,Public servant,27.7942,-97.3915,attic 
TX904,LAGS,Male,84,White,At least some high school,Public servant,27.7942,-97.3915,garret 
TX905,LAGS,Female,29,White,At least some college or beyond,Professional & technical,27.7964,-97.403,attic 
TX905,LAGS,Female,29,White,At least some college or beyond,Professional & technical,27.7964,-97.403,garret 
TX906,LAGS,Female,72,White,At least some college or beyond,Teacher,27.7998,-97.3914,attic 
TX907,LAGS,Female,86,White,Between 1 and 8 years,Keeping house,26.2035,-98.2301,attic 
TX908,LAGS,Female,20,White,At least some college or beyond,Student,26.301,-98.1602,attic 
TX909,LAGS,Female,56,White,Between 1 and 8 years,Keeping house,25.9019,-97.4883,attic 
TX910,LAGS,Male,69,White,At least some college or beyond,Farmer,25.9049,-97.4847,attic 
TX910,LAGS,Male,69,White,At least some college or beyond,Farmer,25.9049,-97.4847,upstairs attic 
TX911,LAGS,Male,43,White,At least some college or beyond,"Manager, official or proprietor",25.8996,-97.4955,attic 
CT30,LANE,Male,44,White,No formal schooling,Farmer,41.2256,-73.3706,attic
CT32,LANE,Male,65,White,At least some high school,Craftsman or foreman,41.2939,-72.3825,"attic, garret"
CT33,LANE,Male,79,White,Between 1 and 8 years,Farmer,41.3805,-72.5763,"attic, garret"
CT34,LANE,Male,92,White,Between 1 and 8 years,Farmer,41.2939,-72.3825,garret
CT39,LANE,Male,60,White,Between 1 and 8 years,"Manager, official, or proprietor",41.5622,-72.6508,"attic, garret"
CT40,LANE,Male,60,White,At least some high school,Farmer,41.5622,-72.6508,garret
CT41,LANE,Male,68,White,Between 1 and 8 years,Farmer,41.5622,-72.6508,"attic, garret"
CT43,LANE,Male,77,White,Between 1 and 8 years,Farmer,41.2256,-73.3706,garret
CT60,LANE,Male,71,White,Between 1 and 8 years,Farmer,41.4736,-73.2342,"garret, the attic"
CT62,LANE,Male,70,White,Between 1 and 8 years,Farmer,41.3378,-72.6294,"garret, sug. attic"
CT69,LANE,Male,75,White,Between 1 and 8 years,Farmer,41.4564,-72.8042,"garret, attic"
CT92,LANE,Male,77,White,At least some college or beyond,Professional or technical job,41.7278,-72.8403,attic
CT103,LANE,Male,92,White,Between 1 and 8 years,Craftsman or foreman,41.9225,-73.0697,"attic, garret"
CT109,LANE,Male,78,White,At least some high school,Professional or technical job,42.005,-72.9481,"catch all, attic"
CT112,LANE,Male,47,White,Between 1 and 8 years,Farmer,41.7278,-72.8403,"attic, garret"
CT113,LANE,Female,76,White,Between 1 and 8 years,Farmer,41.9225,-73.0697,garret
CT126,LANE,Male,80,White,"honorary MA, no college edu",Professional or technical job,41.7627,-72.6743,"attic, sug. garret"
CT133,LANE,Male,30,White,At least some high school,"Manager, official, or proprietor",41.7627,-72.6743,"attic, the attic"
CT139,LANE,Male,75,White,Between 1 and 8 years,Craftsman or foreman,41.31,-72.9236,"garret, attic"
CT142,LANE,Male,80,White,Between 1 and 8 years,Clerical or sales position,41.7627,-72.6743,"attic, garret"
CT160,LANE,Female,45,White,At least some high school,Teacher,41.31,-72.9236,attic
CT183,LANE,Male,81,Black or African American,Between 1 and 8 years,Farmer,41.8667,-73.45,"garret, attic"
CT184,LANE,Male,89,White,At least some college or beyond,Farmer,41.8667,-73.45,"garret, attic"
CT187,LANE,Male,72,White,Between 1 and 8 years,Farmer,41.6939,-73.2106,"attic, garret, sky parlor"
CT188,LANE,Male,75,White,At least some college or beyond,Professional or technical job,41.7472,-73.1897,garret
CT189,LANE,Male,68,White,Between 1 and 8 years,Private household worker or gardener,41.8453,-73.3314,"attic, garret"
CT190,LANE,Male,69,White,At least some college or beyond,Farmer,41.8453,-73.3314,garret
CT191,LANE,Male,80,White,Between 1 and 8 years,Farmer,41.6939,-73.2106,garret
CT192,LANE,Male,55,White,Between 1 and 8 years,Laborer,41.7,-72,"attic, sug. garret"
CT193,LANE,Female,78,White,Between 1 and 8 years,Keeping house,41.7,-72,garret
CT195,LANE,Female,45-50,White,Between 1 and 8 years,Clerical or sales position,41.365,-71.9067,garret
CT196,LANE,Female,30,White,At least some college or beyond,Keeping house,41.2828,-72.6819,attic
CT197,LANE,Female,27,White,At least some high school,Professional or technical job,41.1233,-73.3469,"attic, sug. garret"
CT198,LANE,Male,85,White,Between 1 and 8 years,Farmer,41.0967,-73.5522,"attic, the garret"
CT199,LANE,Male,76,White,Between 1 and 8 years,Farmer,41.0967,-73.5522,"attic, garret"
CT205,LANE,Male,79,White,Between 1 and 8 years,Fisher ,41.0228,-73.5647,"attic, garret, upper chamber"
CT206,LANE,Female,76,White,At least some high school,Keeping house,41.365,-71.9067,"attic, lean-to; sug. garret"
CT209,LANE,Male,61,White,At least some high school,Farmer,41.365,-71.9067,"garret, attic"
CT210,LANE,Male,81,White,Between 1 and 8 years,Farmer,41.8706,-72.8253,"attic, garret"
CT215,LANE,Female,93,White,Unknown,,41.4022,-73.4711,NR
CT216,LANE,Male,89,White,Between 1 and 8 years,Farmer,41.9622,-72.8394,garret
CT217,LANE,Male,74,White,At least some high school,Public servant,41.5833,-73.4,garret
CT218,LANE,Male,59,White,At least some college or beyond,Farmer,41.4736,-73.2342,garret
CT233,LANE,Male,90,White,Between 1 and 8 years,Farmer,41.6197,-72.1425,"upstair, attic, sug. garret, up garret"
CT234,LANE,Female,70-80,White,At least some high school,Single woman,41.5503,-72.0875,"attic, garret"
CT254,LANE,Female,78,White,Between 1 and 8 years,Keeping house,41.3742,-73.395,"garret, attic"
CT260,LANE,Male,70,White,Between 1 and 8 years,Farmer,41.3742,-73.395,"the garret, attic, up garret"
CT261,LANE,Male,57,White,At least some college or beyond,Farmer,41.2242,-73.0597,"attic, garret"
CT262,LANE,Female,20,White,At least some college or beyond,Professional or technical job,41.1864,-73.1956,attic
CT266,LANE,Male,47,White,At least some college or beyond,Farmer,41.4022¬?N,-73.4711,"attic, the garret, garret"
CT282,LANE,Male,73,White,At least some high school,Craftsman or foreman,41.6011,-72.975,garret
CT283,LANE,Male,68,White,At least some high school,Fisher ,41.2242,-73.0597,"attic, garret"
CT286,LANE,Male,36,White,Between 1 and 8 years,Clerical or sales position,41.6011,-72.975,garret chamber
CT287,LANE,Male,65,White,No formal schooling,Farmer,41.4833,-73.4833,garret
CT373,LANE,Female,60-65,White,At least some high school,Teacher,41.8667,-71.9833,"garret, attic"
CT384,LANE,Male,79,White,Between 1 and 8 years,Farmer,41.8721,-72.3694,garret
CT385,LANE,Male,54,White,Between 1 and 8 years,Public servant,41.8721,-72.3694,attic
CT386,LANE,Male,77,White,Between 1 and 8 years,Farmer,41.9167,-72.5578,garret
CT387,LANE,Male,53,White,Between 1 and 8 years,Farmer,41.9167,-72.5578,garret
CT400,LANE,Male,79,White,At least some high school,Farmer,41.9833,-72.4494,garret
CT401,LANE,Male,54,White,At least some high school,Farmer,41.9833,-72.4494,attic
CT405,LANE,Female,83,White,Between 1 and 8 years,Keeping house,41.6528,-72.3914,"garret, attic"
CT406,LANE,Female,84,White,Between 1 and 8 years,Keeping house,41.9667,-72.0167,"store room, attic, garret"
CT407,LANE,Female,58,White,At least some high school,Teacher,41.7167,-72.1667,attic
CT408,LANE,Female,82,White,Between 1 and 8 years,Private household worker or gardener,41.7167,-72.1667,"attic, garret"
,,,,,,,,,"garret, attic"
CT417,LANE,Male,73,White,At least some high school,"Manager, official, or proprietor",41.3541,-72.101,"garret, attic, cv. attic roof"
CT418,LANE,Male,69,White,Between 1 and 8 years,Farmer,41.3531,-72.2294,"attic, garret, up garret"
CT419,LANE,Female,83,White,At least some high school,Clerical or sales position,41.3541,-72.101,garret
CT422,LANE,Male,Unknown,White,Between 1 and 8 years,Farmer,41.6869,-72.5447,"attic, garret"
IL1A,LANCS,Male,72,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",42.4867,-90.2622,attic
IL1B,LANCS,Male,91,White,At least some high school,Unknown,42.4167,-90.429,"an attic, garret, c. lumber room, c. catch all"
IL1C,LANCS,Female,61,White,Between 1 and 8 yrs.,Keeping house,42.2002,-90.1629,"an attic, garret"
IL2,LANCS,Male,87,White,Between 1 and 8 yrs.,Unknown,42.2967,-89.6212,"attic, garret"
IL3A,LANCS,Female,82,White,At least some high school,Unknown,42.3139,-89.3593,NR
IL3B,LANCS,Female,94,White,At least some high school,Keeping house,42.2389,-89.3579,an attic
IL3C,LANCS,Male,65,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",42.3139,-89.3593,"the attic, the garret"
IL3D,LANCS,Male,67,White,At least some college or beyond,Farmer,42.2711,-89.094,attic
IL4,LANCS,Male,86,White,Between 1 and 8 yrs.,Craftsman or foreman,42.2639,-88.8443,attic
IL5,LANCS,Female,74,White,Between 1 and 8 yrs.,Keeping house,42.3147,-88.4487,attic
IL6A,LANCS,Male,70,White,Unknown,Unknown,42.095,-89.9782,"upstairs, an attic, the attic, garret"
IL6B,LANCS,Male,45,White,Between 1 and 8 yrs.,Farmer,41.917,-89.9107,attic
IL6C,LANCS,Female,74,White,At least some high school,Clerical and sales,41.4759,-89.5533,"upstairs, attic"
IL7,LANCS,Male,71,White,At least some high school,Farmer,42.0148,-89.3323,"attic, garret"
IL8A,LANCS,Male,65,White,Between 1 and 8 yrs.,Farmer,41.7142,-89.3287,attic
IL8B,LANCS,Male,91,White,At least some high school,Farmer,41.7142,-89.3287,attic
IL8C,LANCS,Female,86,White,At least some high school,Keeping house,41.7142,-89.3287,an attic
IL8D,LANCS,Female,80,White,At least some college or beyond,Teacher,41.7142,-89.3287,a low attic
IL9,LANCS,Male,77,White,Between 1 and 8 yrs.,Farmer,41.6459,-88.6217,"garret, attic"
IL10A,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,41.8922,-88.4723,garret
IL10B,LANCS,Female,74,White,At least some high school,Keeping house,42.0354,-88.2826,attic
IL10C,LANCS,Female,62,White,At least some college or beyond,Keeping house,41.8493,-88.421,the attic
IL11A,LANCS,Female,85,White,Between 1 and 8 yrs.,Keeping house,41.8755,-88.0667,"attics, garret"
IL11B,LANCS,Male,81,White,At least some college or beyond,Professional & technical,41.8661,-88.107,attic
IL11C,LANCS,Male,85,White,At least some college or beyond,Professional & technical,41.8009,-87.937,attic
IL12A,LANCS,Male,80,White,Between 1 and 8 yrs.,Public servant,42.0111,-87.8406,attic
IL12B,LANCS,Male,87,White,Between 1 and 8 yrs.,Clerical and sales,42.0664,-87.9373,attic
IL12C,LANCS,Female,66,White,Between 1 and 8 yrs.,Keeping house,42.0111,-87.8406,"cv. attic, cv. loft"
IL12D,LANCS,Female,86,White,Between 1 and 8 yrs.,Keeping house,41.9476,-87.7665,attic
IL12E,LANCS,Male,60,White,At least some high school,Other,41.8055,-87.6088,attic
IL12F,LANCS,Female,60,White,At least some high school,Keeping house,41.8055,-87.6088,attic
IL12G,LANCS,Female,74,White,At least some high school,Unknown,41.8781,-87.6298,attic
IL12HN,LANCS,Male,37,Black or African American,At least some high school,Clerical and sales,41.8781,-87.6298,NR
IL12I,LANCS,Male,50,White,At least some high school,Public servant,42.0126,-87.6746,"attic, attic loft"
IL12JN,LANCS,Male,85,Black or African American,At least some high school,Other,41.7014,-87.6563,"attic, air space"
IL12K,LANCS,Male,27,White,At least some college or beyond,Public servant,41.9476,-87.7665,NR
IL12LN,LANCS,Male,34,Black or African American,At least some college or beyond,"Manager, official, or proprietor",41.7014,-87.6563,attic
IL12M,LANCS,Male,73,White,At least some college or beyond,Professional & technical,41.9476,-87.7665,"third story, attic rooms"
IL12N,LANCS,Male,27,White,At least some college or beyond,Student,41.5128,-87.3726,the attic
IL12O,LANCS,Female,20,White,At least some college or beyond,Service worker,41.8781,-87.6298,attic
IL12P,LANCS,Female,33,White,At least some college or beyond,Student,41.8781,-87.6298,the attic
IL12Q,LANCS,Male,51,White,At least some college or beyond,Professional & technical,41.8781,-87.6298,attic
IL12R,LANCS,Female,69,White,At least some college or beyond,Keeping house,42.0859,-87.7176,attic
IL13A,LANCS,Male,76,White,At least some high school,Farmer,41.5095,-90.5787,the attic
IL13B,LANCS,Female,73,White,Between 1 and 8 yrs.,Keeping house,41.5067,-90.5151,attic
IL13C,LANCS,Male,72,White,At least some high school,"Manager, official, or proprietor",41.5067,-90.5151,attic
IL13D,LANCS,Female,35,White,At least some college or beyond,Professional & technical,41.5123,-90.4151,attic
IL13E,LANCS,Female,67,White,At least some college or beyond,Teacher,41.5067,-90.5151,attic
IL14,LANCS,Male,75,White,Between 1 and 8 yrs.,Unknown,41.2998,-90.5069,"attic, garret, loft"
IL15A,LANCS,Female,75,White,Between 1 and 8 yrs.,Keeping house,41.4481,-90.1543,"attic, loft"
IL15B,LANCS,Male,75,White,At least some high school,Farmer,41.1812,-90.1136,a garret
IL16A,LANCS,Male,78,White,Between 1 and 8 yrs.,Operative,41.3456,-88.8426,attic
IL16B,LANCS,Female,56,White,At least some high school,Keeping house,41.237,-88.8315,attic
IL16C,LANCS,Female,71,White,At least some college or beyond,Clerical and sales,41.237,-88.8315,attic
IL17,LANCS,Female,73,White,Between 1 and 8 yrs.,Keeping house,41.6411,-88.4473,attic
IL18,LANCS,Male,82,White,Between 1 and 8 yrs.,Farmer,41.1696,-88.421,attic
IL19A,LANCS,Male,71,White,Between 1 and 8 yrs.,Farmer,41.3323,-87.7853,"attic, garret"
IL19B,LANCS,Female,72,White,At least some high school,Keeping house,41.3323,-87.7853,"attic, garret"
IL20A,LANCS,Male,86,White,Between 1 and 8 yrs.,Service worker,40.562,-90.5657,garret
IL20B,LANCS,Male,49,White,At least some high school,Farmer,37.4421,-89.2618,the attic
IL21,LANCS,Male,65,White,At least some high school,Farmer,40.8659,-90.7485,attic
IL22,LANCS,Male,75,White,At least some high school,Farmer,41.0253,-90.2798,attic
IL23A,LANCS,Male,83,White,At least some high school,Farmer,41.0936,-89.8648,"attic, garret"
IL23B,LANCS,Male,ca. 70,White,Unknown,Farmer,41.1799,-89.6816,attic
IL24A,LANCS,Female,78,White,Between 1 and 8 yrs.,Farmer,40.6917,-89.7951,"attic, garret"
IL24B,LANCS,Female,76,White,At least some high school,Keeping house,40.6936,-89.589,NR
IL25A,LANCS,Male,77,White,At least some high school,Farmer,40.9823,-89.2354,"attic, garret"
IL25B,LANCS,Female,83,White,Unknown,Keeping house,41.1531,-89.1307,attic
IL26,LANCS,Male,77,White,Between 1 and 8 yrs.,Farmer,40.7214,-89.2729,attic
IL27A,LANCS,Male,65,White,Between 1 and 8 yrs.,Farmer,40.8809,-88.6298,attic
IL27B,LANCS,Female,ca. 65,White,At least some high school,Keeping house,40.8809,-88.6298,attic
IL28A,LANCS,Male,63,White,Between 1 and 8 yrs.,Farmer,41.12,-87.8612,attic
IL28B,LANCS,Male,71,White,At least some college or beyond,Teacher,41.023,-87.7182,"attic, c. the attic"
IL29A,LANCS,Male,76,White,At least some high school,Farmer,40.7761,-87.7364,cv. garret
IL29B,LANCS,Male,52,White,At least some high school,Clerical and sales,40.7667,-87.9923,attic
IL30A,LANCS,Male,84,White,At least some high school,Farmer,40.55,-91.3849,attic
IL30B,LANCS,Male,70,White,Between 1 and 8 yrs.,Farmer,40.55,-91.3849,"loft, an attic"
IL31A,LANCS,Female,73,White,At least some high school,Keeping house,40.5528,-90.5062,the attic
IL31B,LANCS,Male,44,White,At least some college or beyond,Service worker,40.412,-90.8393,attic
IL32,LANCS,Male,69,White,At least some high school,Farmer,40.5581,-90.0351,"attic, garret"
IL33A,LANCS,Male,83,White,Between 1 and 8 yrs.,Farmer,40.3725,-89.5473,attic
IL33B,LANCS,Male,66,White,At least some high school,Farmer,40.2604,-89.3927,the attic
IL34,LANCS,Female,85,White,Between 1 and 8 yrs.,Keeping house,40.6414,-88.7834,attic
IL35,LANCS,Male,71,White,At least some college or beyond,Farmer,40.2752,-88.2416,attic
IL36A,LANCS,Female,51,White,At least some college or beyond,Keeping house,40.1164,-88.2434,attic
IL36B,LANCS,Female,25,White,At least some college or beyond,Clerical and sales,40.1164,-88.2434,the attic
IL37A,LANCS,Male,91,White,Between 1 and 8 yrs.,Farmer,39.9873,-90.7635,attic
IL37B,LANCS,Male,43,White,At least some high school,Farmer,39.9873,-90.7635,attic
IL38A,LANCS,Male,86,White,Between 1 and 8 yrs.,Farmer,40.0175,-90.4243,"c. a garret, c. attic"
IL38B,LANCS,Female,65,White,At least some college or beyond,Teacher,40.0175,-90.4243,"garret, attic"
IL39A,LANCS,Female,81,White,Between 1 and 8 yrs.,Keeping house,39.5917,-89.7465,attic
IL39B,LANCS,Male,70,White,Between 1 and 8 yrs.,Operative,38.7817,-89.6501,"attic, garret"
IL39C,LANCS,Female,60,White,At least some college or beyond,Teacher,38.7817,-89.6501,attic
IL40,LANCS,Male,97,White,Between 1 and 8 yrs.,Farmer,39.64,-89.1929,attic
IL41A,LANCS,Male,89,White,Between 1 and 8 yrs.,Farmer,39.3554,-88.3636,attic
IL41B,LANCS,Female,71,White,At least some college or beyond,Keeping house,39.3358,-88.3203,attic
IL42A,LANCS,Male,80,White, At least some high school,Farmer,39.6111,-87.6961,attic
IL42B,LANCS,Male,60,White,At least some high school,Farmer,39.6111,-87.6961,attic
IL43A,LANCS,Male,67,White,Between 1 and 8 yrs.,Farmer,39.2978,-90.609,attic
IL43B,LANCS,Male,74,White,Between 1 and 8 yrs.,Farmer,39.1567,-90.6179,garret
IL43C,LANCS,Male,72,White,At least some high school,Farmer,39.1567,-90.6179,c. attics
IL44A,LANCS,Male,84,White,Between 1 and 8 yrs.,Farmer,38.8114,-89.9532,c. attic
IL44B,LANCS,Male,75,White,At least some college or beyond,Unknown,38.8906,-90.1843,"third floor, attic"
IL45A,LANCS,Male,71,White,Between 1 and 8 yrs.,Farmer,39.1516,-89.214,upstairs
IL45B,LANCS,Female,78,White,At least some high school,"Manager, official, or proprietor",39.3012,-89.2851,attic
IL46A,LANCS,Male,77,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",38.9116,-89.0332,"attic, loft"
IL46B,LANCS,Male,63,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",38.9606,-89.0937,NR
IL46C,LANCS,Male,70,White,Unknown,Craftsman or foreman,38.9606,-89.0937,"upstairs, the loft"
IL46D,LANCS,Male,88,White,At least some high school,Operative,38.9606,-89.0937,the attic
IL47A,LANCS,Male,89,White,At least some high school,Clerical and sales,38.9909,-88.1625,attic
IL47B,LANCS,Female,69,White,At least some high school,Keeping house,38.9909,-88.1625,attic
IL48A,LANCS,Male,75,White,At least some high school,"Manager, official, or proprietor",38.627,-88.9456,attics
IL48B,LANCS,Female,67,White,At least some college or beyond,Unknown,38.7217,-88.9092,"third story, an attic"
IL49A,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,38.3453,-88.5878,"the loft, attic"
IL49B,LANCS,Male,66,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",38.0934,-88.5356,an attic
IL50A,LANCS,Female,86,White,Between 1 and 8 yrs.,Keeping house,38.3775,-88.0561,garret
IL50B,LANCS,Male,81,White,At least some high school,"Manager, official, or proprietor",38.3775,-88.0561,attics
IL50C,LANCS,Female,59,White,At least some college or beyond,Teacher,38.3775,-88.0561,attic
