Informant,mantel,Project,Sex,Age,Ethnicity ,Education level,Occupation,Latitude,Longitude
ME77,"mantelpiece, mantel",LANE,Male,78,White,Between 1 and 8 years,Clerical or sales position,43.4742,-70.4461
ME78,mantelpiece,LANE,Male,77,Black or African American,At least some high school,Service worker,43.667,-70.267
ME83,"mantelpiece, mantel",LANE,Male,75,White,Between 1 and 8 years,Farmer,41.9478,-71.1324
ME84,mantelpiece,LANE,Male,81,White,At least some college or beyond,"Manager, official, or proprietor",41.7,-70.233
ME85,missing,LANE,Male,67,White,At least some college or beyond,Teacher,43.667,-70.267
ME86,missing,LANE,Unknown,70,White,Unknown,,43.667,-70.267
ME87,mantelpiece,LANE,Female,70,White,Unknown,Farmer's wife,43.3617,-70.4767
ME88,mantelpiece,LANE,Male,43,White,At least some high school,Operative,43.7317,-70.7108
ME131,"shelf, mantelpiece",LANE,Male,42,White,Between 1 and 8 years,Farmer,43.1689,-70.6172
ME221,mantelpiece,LANE,Male,77,White,At least some high school,Farmer,44.3747,-70.6069
ME222,mantel,LANE,Male,74,White,At least some high school,Laborer,44.3747,-70.6069
ME225,"shelf, mantel",LANE,Male,71,White,At least some high school,Farmer,43.9703,-70.8033
ME226,"mantel, shelf",LANE,Male,68,White,At least some high school,Farmer,43.9703,-70.8033
ME227,"shelf, mantel",LANE,Female,49,White,At least some high school,Keeping house,43.9525,-70.5138
ME228,"mantel, shelf",LANE,Male,64,White,At least some high school,Clerical or sales position,43.9525,-70.5138
ME229,"mantel, shelf",LANE,Female,83,White,At least some college or beyond,Keeping house,44.4872,-70.7869
ME230,mantelpiece,LANE,Male,71,White,At least some college or beyond,Professional or technical job,44.4967,-70.6942
ME246,"mantel, mantelshelf",LANE,Male,76,White,At least some high school,Farmer,44.4786,-69.5172
ME247,mantelpiece,LANE,Male,99,White,At least some college or beyond,Farmer,44.1014,-69.3897
ME248,NR,LANE,Female,50,White,At least some college or beyond,Other (see notes),44.0794,-69.485
ME249,mantelpiece,LANE,Male,76,White,At least some high school,Farmer,44.2217,-69.7556
ME250,"fire shelf, mantelpiece",LANE,Male,72,White,At least some high school,Farmer,43.6047,-70.2261
ME251,"mantel, mantelpiece",LANE,Female,62,White,At least some high school,Keeping house,44.2581,-69.8083
ME252,mantelpiece,LANE,Male,84,White,At least some college or beyond,Operative,41.7,-70.233
ME253,mantelpiece,LANE,Female,55,White,At least some high school,Keeping house,44.4786,-69.5172
ME267,"mantelpiece, iron shelf",LANE,Male,78,White,Between 1 and 8 years,Farmer,44.6122,-68.9116
ME268,mantelshelf,LANE,Female,91,White,Between 1 and 8 years,Farmer's wife,44.8367,-69.2725
ME269,mantel,LANE,Male,64,White,At least some high school,Professional or technical job,44.8367,-69.2725
ME270,mantelpiece,LANE,Male,73,White,At least some high school,Farmer,44.7611,-68.673
ME271,mantelpiece,LANE,Male,72,White,At least some high school,Public servant,44.4583,-68.9242
ME272,mantelpiece,LANE,Female,90,White,At least some high school,Keeping house,44.0822,-69.0572
ME292,mantelpiece,LANE,Male,90,White,At least some high school,Service worker,44.5722,-68.4761
ME293,mantelpiece,LANE,Female,83,White,At least some high school,Keeping house,44.5722,-68.4761
ME294,mantelpiece,LANE,Male,81,White,Between 1 and 8 years,Farmer,44.4138,-68.5866
ME295,"mantel, mantelpiece",LANE,Female,58,White,At least some college or beyond,Keeping house,44.4138,-68.5866
ME296,mantel,LANE,Female,74,White,At least some high school,Keeping house,44.3428,-68.3071
ME297,"shelf, mantel, mantelpiece",LANE,Female,59,White,At least some college or beyond,Keeping house,44.4783,-68.0383
ME298,"mantel, mantelpiece",LANE,Female,77,White,At least some high school,Keeping house,44.4783,-68.0383
ME299,"mantelshelf, mantelpiece",LANE,Male,90,White,Between 1 and 8 years,Laborer,44.5328,-67.5983
ME300,mantelpiece,LANE,Female,61,White,At least some high school,"Manager, official, or proprietor",44.5328,-67.5983
ME301,"mantel, mantelpiece",LANE,Male,66,White,At least some high school,Craftsman or foreman,44.6833,-67.4667
ME302,"mantel, mantelpiece",LANE,Male,50,White,At least some high school,Fisher,44.6233,-67.4713
ME303,mantelpiece,LANE,Female,68,White,At least some high school,Keeping house,44.8408,-67.0156
ME304,mantelpiece,LANE,Male,70,White,At least some high school,Fisher,44.975,-67.0758
ME305,"mantel, mantelpiece",LANE,Male,64,White,At least some high school,Professional or technical job,45.1661,-67.2425
ME306,"mantelpiece, chimney piece",LANE,Male,53,White,At least some college or beyond,Professional or technical job,45.1661,-67.2425
ME308,"mantel, mantelpiece",LANE,Male,60,White,At least some high school,Public servant,44.1094,-69.1147
ME309,"mantel, mantelpiece",LANE,Female,81,White,At least some high school,Keeping house,43.9108,-69.963
ME310,mantelpiece,LANE,Female,74,White,At least some high school,Keeping house,43.8717,-69.8589
ME311,mantelpiece,LANE,Male,69,White,At least some high school,Public servant,43.7375,-69.9936
ME312,mantelpiece,LANE,Female,79,White,At least some high school,Keeping house,44.25222,-68.36722
ME327,"mantel, mantelshelf, mantelpiece",LANE,Male,67,White,At least some high school,Farmer,42.27917,-71.4166
ME328,mantelpiece,LANE,Female,84,White,At least some high school,Keeping house,45.1861,-69.2203
ME329,"mantel, mantelshelf",LANE,Female,68,White,Between 1 and 8 years,Keeping house,45.1861,-69.2203
ME330,"mantel, mantelpiece",LANE,Female,68,White,At least some college or beyond,Keeping house,44.7967,-68.7614
ME331,mantelpiece,LANE,Male,72,White,At least some high school,Farmer,42.5988,-72.5569
ME332,"mantelpiece, mantelshelf",LANE,Male,83,White,At least some high school,Laborer,42.05,-71.8806
ME333,mantel,LANE,Male,42,White,At least some college or beyond,Professional or technical job,42.05,-71.8806
ME358,missing,LANE,Female,71,White,At least some high school,Keeping house,46.7722,-67.8344
ME359,mantel,LANE,Male,71,White,At least some high school,Farmer,46.7722,-67.8344
ME360,mantelpiece,LANE,Female,71,White,At least some college or beyond,Professional or technical job,44.7648,-69.7184
ME361,"mantel, mantelpiece",LANE,Male,22,White,At least some college or beyond,Student,42.2791,-71.4166
ME362,missing,LANE,Male,70,White,At least some high school,Craftsman or foreman,42.2611,-71.4639
ME363,mantel,LANE,Female,47,White,At least some high school,Keeping house,46.1255,-67.8397
ME364,mantel,LANE,Male,85,White,Between 1 and 8 years,Professional or technical job,46.1255,-67.8397
ME365,missing,LANE,Male,43,White,At least some high school,Clerical or sales position,47.2419,-68.5722
ME366,"mantel, mantelpiece",LANE,Male,53,White,At least some high school,Farmer,44.7158,-69.7911
ME367,mantelpiece,LANE,Male,62,White,At least some college or beyond,Clerical or sales position,45.3601,-68.2864
ME368,mantelpiece,LANE,Male,73,White,At least some high school,Farmer,41.6916,-71.1463
ME377,mantelpiece,LANE,Female,90,White,Unknown,Keeping house,45.3622,-68.505
ME379,mantelpiece,LANE,Male,63,White,At least some high school,Clerical or sales position,44.9738,-70.1675
ME380,"mantel, mantelpiece",LANE,Female,61,White,At least some high school,Keeping house,45.3755,-67.6425
MI1A,mantel,LANCS,Female,66,White,At least some college or beyond,Keeping house,46.5563,-89.3963
MI1B,a shelf,LANCS,Female,59,White,At least some high school,Keeping house,46.5442,-89.644
MI2A,a shelf,LANCS,Male,72,White,Between 1 and 8 yrs.,Other,47.2466,-88.454
MI2B,"a mantel, mantel clock, a little shelf, what not",LANCS,Male,62,White,At least some high school,Public servant,47.2466,-88.454
MI2C,a shelf,LANCS,Female,62,White,Between 1 and 8 yrs.,Keeping house,47.2466,-88.454
MI3A,shelf,LANCS,Male,70,White,Between 1 and 8 yrs.,Craftsman or foreman,46.6338,-87.9975
MI3B,a little shelf,LANCS,Male,60,White,Between 1 and 8 yrs.,Public servant,46.4885,-87.6676
MI4A,shelf,LANCS,Male,82,White,Between 1 and 8 yrs.,Farmer,45.4641,-87.0702
MI4B,"a shelf, clock shelf",LANCS,Male,61,White,At least some high school,Operative,45.7452,-87.0646
MI5A,mantel,LANCS,Female,86,White,At least some high school,Keeping house,46.4977,-84.3476
MI5B,"mantel, cupboard",LANCS,Male,73,White,At least some high school,"Manager, official, or proprietor",46.4977,-84.3476
MI5C,mantel,LANCS,Female,59,White,At least some high school,Keeping house,46.4977,-84.3476
MI6A,"shelves, clock shelf",LANCS,Male,81,White,No formal schooling,Operative,45.7454,-85.5226
MI6B,mantel clock,LANCS,Male,50,White,Between 1 and 8 yrs.,Operative,45.6468,-85.5521
MI6C,"a shelf, clock shelf",LANCS,Male,60,White,Unknown,"Manager, official, or proprietor",45.7454,-85.5226
MI7A,clock shelf,LANCS,Male,56,White,At least some high school,Farmer,45.6419,-84.9769
MI7B,"a shelf, clock shelf",LANCS,Male,53,White,Between 1 and 8 yrs.,Farmer,45.6358,-84.787
MI8A,a shelf,LANCS,Male,78,White,At least some high school,"Manager, official, or proprietor",44.9622,-85.4854
MI8B,kitchen cabinet,LANCS,Male,78,White,At least some high school,Farmer,44.9622,-85.4854
MI9A,clock shelf,LANCS,Male,87,White,At least some high school,"Manager, official, or proprietor",45.0617,-83.4328
MI9B,"a shelf, clock shelf",LANCS,Male,69,White,Between 1 and 8 yrs.,Farmer,45.0617,-83.4328
MI9C,"mantel, a shelf, clock shelf",LANCS,Male,72,White,At least some college or beyond,Public servant,45.0617,-83.4328
MI9D,"mantel, fire board",LANCS,Male,73,White,At least some college or beyond,"Manager, official, or proprietor",45.0617,-83.4328
MI10A,NR,LANCS,Female,80,White,At least some high school,Professional & technical,43.5052,-86.2454
MI10B,clock shelf,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,43.8654,-86.3174
MI10C,a clock shelf,LANCS,Male,54,White,At least some high school,Farmer,43.9553,-86.4526
MI11A,"mantelshelf, shelf, clock shelf",LANCS,Male,68,White,Between 1 and 8 yrs.,Farmer ,44.1248,-85.4541
MI11B,a clock shelf,LANCS,Male,55,White,At least some high school,"Manager, official, or proprietor",44.1248,-85.4541
MI12A,"a mantel, a shelf, clock shelf",LANCS,Male,70,White,At least some college or beyond,"Manager, official, or proprietor",44.2764,-84.2386
MI12B,mantel,LANCS,Male,47,White,Between 1 and 8 yrs.,Farmer ,44.1643,-84.421
MI13A,shelf,LANCS,Male,72,White,Between 1 and 8 yrs.,Operative,43.2538,-85.5047
MI13B,mantel,LANCS,Male,55,White,At least some high school,"Manager, official, or proprietor",43.2538,-85.5047
MI14A,"a shelf, clock shelf",LANCS,Female,75,White,Between 1 and 8 yrs.,Farmer's wife,43.6917,-84.7942
MI14B,clock shelf,LANCS,Male,68,White,Between 1 and 8 yrs.,Farmer,43.6917,-84.7942
MI14C,"a shelf, a mental, clock shelf",LANCS,Male,49,White,Between 1 and 8 yrs.,Farmer,43.6917,-84.7942
MI15A,"a shelf, clock shelf",LANCS,Male,72,White,Between 1 and 8 yrs.,Farmer ,43.6197,-83.4003
MI15B,"a mantel, a shelf",LANCS,Female,68,White,At least some high school,Clerical and sales,43.6197,-83.4003
MI16A,NR,LANCS,Male,63,White,Between 1 and 8 yrs.,Farmer,42.8125,-86.0187
MI16B,mantelpiece,LANCS,Male,65,White,Between 1 and 8 yrs.,Operative,42.8125,-86.0187
MI16C,mantel,LANCS,Female,70,White,At least some college or beyond,Keeping house,42.9634,-85.6681
MI17A,shelf,LANCS,Male,81,White,Between 1 and 8 yrs.,Farmer,42.8672,-84.9101
MI17B,"a shelf, shelf",LANCS,Female,69,White,At least some high school,Keeping house,42.8672,-84.9101
MI18A,"a shelf, clock shelves",LANCS,Male,84,White,Between 1 and 8 yrs.,Farmer ,42.494,-83.5855
MI18B,"a mantel, a mantelshelf",LANCS,Female,71,White,Between 1 and 8 yrs.,Keeping house,42.494,-83.5855
MI19,mantel,LANCS,Female,22,White,At least some college or beyond,Student,42.9959,-83.773
MI20A,mantel,LANCS,Female,77,White,Between 1 and 8 yrs.,Keeping house,42.7572,-82.5402
MI20B,the mantel,LANCS,Female,67,White,At least some high school,Keeping house,42.8209,-82.486
MI21A,"shelf, mantel",LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,42.6289,-85.0242
MI21B,"a little shelf, clock shelf",LANCS,Male,73,White,Between 1 and 8 yrs.,Craftsman or foreman,42.6289,-85.0242
MI21C,a shelf,LANCS,Female,70,White,Unknown,Keeping house,42.6289,-85.0242
MI22,NR,LANCS,Male,93,White,Between 1 and 8 yrs.,Farmer,42.6073,-83.9294
MI23A,"mantel, a shelf",LANCS,Male,81,White,Unknown,"Manager, official, or proprietor",42.5917,-83.6004
MI23B,mantel,LANCS,Male,65,White,Between 1 and 8 yrs.,Farmer,42.5917,-83.6004
MI23C,NR,LANCS,Female,58,White,At least some college or beyond,Farmer's wife,42.5917,-83.6004
MI24A,"a mantel, a shelf",LANCS,Male,49,White,At least some college or beyond,Farmer ,42.2178,-85.8911
MI24B,"mantel, mantelshelf, clock shelf",LANCS,Female,82,White,At least some college or beyond,Keeping house,42.2178,-85.8911
MI24C,"mantel, a shelf",LANCS,Male,69,White,At least some high school,"Manager, official, or proprietor",42.2178,-85.8911
MI24D,"a shelf, what nots, clock shelf",LANCS,Male,60,White,Unknown,"Manager, official, or proprietor",42.2178,-85.8911
MI25A,mantel,LANCS,Male,78,White,Between 1 and 8 yrs.,Farmer,42.0296,-86.0326
MI25B,"mantel, clock shelf",LANCS,Male,64,White,Between 1 and 8 yrs.,Public servant,42.0296,-86.0326
MI26A,shelf,LANCS,Male,81,White,Between 1 and 8 yrs.,Farmer,42.2994,-84.8776
MI26B,"mantel, clock shelf",LANCS,Male,75,White,At least some high school,"Manager, official, or proprietor",42.2723,-84.9633
MI27A,shelf,LANCS,Male,83,White,At least some high school,"Manager, official, or proprietor",41.9403,-85.0005
MI27B,a shelf,LANCS,Male,48,White,At least some college or beyond,Farmer,41.5157,-84.5353
MI28A,mantel,LANCS,Male,80,White,At least some high school,Farmer,41.8975,-84.0372
MI28B,mantel,LANCS,Male,90,White,At least some high school,Craftsman or foreman,41.8975,-84.0372
MI29A,"the mantel, a bracket, clock shelf",LANCS,Male,79,White,At least some high school,Craftsman or foreman,42.3314,-83.0458
MI29B,"mantel, clock shelf",LANCS,Male,81,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",42.3314,-83.0458
MI29C,"mantel, shelf, clock shelf",LANCS,Female,49,White,At least some college or beyond,Teacher,42.3314,-83.0458
MI29D,mantel,LANCS,Male,36,White,At least some high school,Clerical and sales,42.3314,-83.0458
MI29E,mantel,LANCS,Male,34,White,At least some college or beyond,Teacher,42.3314,-83.0458
MI30A,mantel,LANCS,Male,92,White,Between 1 and 8 yrs.,Farmer,41.9573,-83.6597
MI30B,mantel,LANCS,Male,55,White,Between 1 and 8 yrs.,Unknown,41.9573,-83.6597
NH48,mantelpiece,LANE,Male,68,White,Between 1 and 8 years,Farmer,43.0133,-70.7708
NH50,mantelpiece,LANE,Male,69,White,At least some high school,Farmer,43.0133,-70.7708
NH51,"shelf, mantel",LANE,Male,39,White,Between 1 and 8 years,Clerical or sales position,42.8936,-70.8733
NH63,mantelpiece,LANE,Male,89,White,Between 1 and 8 years,Farmer,43.1231,-71.0114
NH67,mantel,LANE,Male,66,White,At least some high school,Service worker,43.1947,-70.875
NH68,mantelpiece,LANE,Male,88,White,At least some high school,Farmer,43.1231,-71.0114
NH75,mantel,LANE,Male,63,White,Between 1 and 8 years,Laborer,42.8936,-70.8733
NH100,"mantel, mantelshelf",LANE,Male,75,White,At least some college or beyond,Farmer,43.8103,-72.1561
NH101,mantel,LANE,Male,47,White,Between 1 and 8 years,Farmer,43.8103,-72.1561
NH117,"mantel, mantelpiece",LANE,Male,75,White,At least some high school,Clerical or sales position,43.3653,-72.1733
NH118,"mantel, shelf",LANE,Male,56,White,At least some high school,"Manager, official, or proprietor",43.3011,-72.1478
NH128,mantelpiece,LANE,Female,89,White,At least some high school,Farmer's wife,43.4508,-71.9133
NH129,mantel,LANE,Male,70,White,At least some high school,Farmer,43.5275,-71.4703
NH130,mantel,LANE,Male,77,White,Unknown,Farmer,42.8806,-71.3272
NH132,"shelf, mantel",LANE,Male,77,White,At least some high school,Farmer,42.9364,-71.0533
NH144,mantelpiece,LANE,Female,96,White,Between 1 and 8 years,Farmer's wife,43.3288,-71.7177
NH156,mantel,LANE,Female,90,White,At least some college or beyond,Other (see notes),43.2067,-71.5381
NH157,mantelshelf,LANE,Male,79,White,At least some high school,Farmer,43.2856,-71.4678
NH158,mantelpiece,LANE,Male,74,White,Between 1 and 8 years,Farmer,42.8614,-71.6253
NH159,mantel,LANE,Female,78,White,Unknown,Private household worker or gardener,42.9758,-71.6917
NH163,"mantel, mantelshelf",LANE,Female,66,White,At least some high school,Keeping house,43.2344,-72.4244
NH164,"mantel, mantelpiece",LANE,Male,84,White,At least some high school,Farmer,43.3342,-71.9514
NH165,"fireplace shelf, mantelshelf",LANE,Male,76,White,At least some high school,Farmer,43.3288,-71.7177
NH166,"mantel, mantelshelf",LANE,Male,84,White,At least some high school,Farmer,43.5475,-71.4072
NH167,mantel,LANE,Male,88,White,At least some high school,Farmer,43.4428,-71.4825
NH170,mantel,LANE,Male,67,White,At least some college or beyond,Professional or technical job,43.0308,-71.9389
NH171,mantelpiece,LANE,Male,66,White,Between 1 and 8 years,Farmer,43.0308,-71.9389
NH172,mantel,LANE,Female,70,White,Between 1 and 8 years,Keeping house,42.9875,-71.8125
NH173,mantelpiece,LANE,Male,79,White,At least some college or beyond,Farmer,43.1461,-71.2164
NH174,"chimney shelf, chimney piece, mantelpiece",LANE,Female,75,White,At least some high school,Farmer's wife,42.9364,-71.0533
NH175,mantel,LANE,Male,68,White,At least some college or beyond,Farmer,42.865,-71.3739
NH176,"mantel, shelf",LANE,Female,77,White,At least some high school,Keeping house,42.9336,-72.2781
NH177,mantel,LANE,Male,80,White,At least some college or beyond,Professional or technical job,43.1158,-72.1969
NH178,mantelpiece,LANE,Female,61,White,At least some high school,Farmer's wife,43.0778,-71.2767
NH179,mantelshelf,LANE,Female,56,White,At least some high school,Keeping house,43.2344,-72.4244
NH180,mantel,LANE,Female,85,White,At least some high school,Other (see notes),42.8614,-71.6253
NH181,mantel,LANE,Female,74,White,At least some college or beyond,Keeping house,42.9336,-72.2781
NH219,mantel,LANE,Male,81,White,At least some high school,Farmer,44.0531,-71.1281
NH220,"mantelpiece, shelf",LANE,Male,81,White,At least some high school,Clerical or sales position,44.0531,-71.1281
NH223,mantelpiece,LANE,Male,77,White,At least some college or beyond,Farmer,44.4011,-71.0747
NH224,"mantel, shelf",LANE,Male,80,White,At least some high school,Farmer,44.4011,-71.0747
NH334,mantelpiece,LANE,Female,71,White,At least some high school,Clerical or sales position,44.4889,-71.5692
NH335,"mantel, mantelshelf",LANE,Male,75,White,At least some college or beyond,Clerical or sales position,44.0342,-72.0639
NH336,mantel,LANE,Male,83,White,Between 1 and 8 years,Farmer,44.0342,-72.0639
NH352,mantelpiece,LANE,Male,80,White,At least some high school,Farmer,44.4889,-71.5692
NH353,mantel,LANE,Male,73,White,At least some high school,Farmer,44.8777,-71.5141
NH354,mantel,LANE,Male,56,White,At least some high school,Operative,43.7575,-71.6886
NH355,"fire shelf, mantelpiece",LANE,Female,52,White,Between 1 and 8 years,Keeping house,43.7575,-71.6886
NH356,mantelpiece,LANE,Male,77,White,At least some high school,Farmer,43.6467,-72.0103
NH357,mantelpiece,LANE,Male,75,White,At least some college or beyond,Farmer,43.6467,-72.0103
NH374,NR,LANE,Male,,White,Unknown,Farmer,43.7022,-72.2894
NH375,missing,LANE,Male,,White,Unknown,Farmer,43.7022,-72.2894
NH376,mantel,LANE,Male,,White,Unknown,Farmer,43.905,-72.1375
NY412,mantelpiece,LANE,Male,63,White,Between 1 and 8 years,Farmer,40.9569,-72.1989
NY413,"mantel, mantelpiece",LANE,Male,85,White,At least some high school,Farmer,40.9419,-72.2811
NY414,mantelpiece,LANE,Female,80,White,Between 1 and 8 years,Keeping house,40.9331,-72.3081
NY415,"mantel, mantelpiece",LANE,Male,53,White,At least some high school,Farmer,41.1453,-72.2886
OH1A,mantelpiece,LANCS,Male,88,White,At least some high school,Operative,41.7387,-80.7698
OH1B,mantel,LANCS,Male,57,White,At least some high school,Farmer,41.7387,-80.7698
OH1C,mantel,LANCS,Female,53,White,At least some college or beyond,Keeping house,41.7387,-80.7698
OH2A,mantel,LANCS,Female,68,White,At least some high school,Keeping house,41.3487,-80.8112
OH2B,mantel,LANCS,Male,46,White,At least some high school,Farmer,41.2887,-80.8405
OH3A,mantel,LANCS,Male,74,White,At least some high school,Farmer,40.9231,-80.9937
OH3B,mantelshelf,LANCS,Male,52,White,At least some high school,Farmer,41.0242,-80.8573
OH4A,mantel,LANCS,Male,73,White,At least some high school,Farmer,40.6407,-80.6398
OH4B,mantel,LANCS,Male,35,White,At least some high school,Farmer,40.772,-80.7681
OH5A,mantelpiece,LANCS,Male,73,White,At least some high school,Farmer,40.4334,-80.7717
OH5B,mantelpiece,LANCS,Male,84,White,At least some high school,Farmer,40.4334,-80.7717
OH5C,mantel,LANCS,Male,57,White,At least some college or beyond,Farmer,40.4431,-80.894
OH6A,mantelpiece,LANCS,Male,78,White,Between 1 and 8 yrs.,Farmer,40.0803,-80.9018
OH6B,mantel,LANCS,Male,52,White,At least some high school,Farmer,40.0803,-80.9018
OH7A,mantel,LANCS,Male,70,White,Between 1 and 8 yrs.,Farmer,39.602,-81.1357
OH7B,mantel,LANCS,Male,53,White,Between 1 and 8 yrs.,Farmer,39.6656,-81.1737
OH8A,mantelpiece,LANCS,Male,77,White,Between 1 and 8 yrs.,Farmer,39.4154,-81.4548
OH8B,mantelpiece,LANCS,Male,79,White,Between 1 and 8 yrs.,Farmer,39.4154,-81.4548
OH8C,mantelpiece,LANCS,Male,52,White,At least some high school,Farmer,39.3987,-81.6649
OH8D,mantelpiece,LANCS,Male,59,White,At least some high school,"Manager, official, or proprietor",39.4154,-81.4548
OH8E,mantelpiece,LANCS,Female,70,White,At least some college or beyond,Keeping house,39.4154,-81.4548
OH9A,mantel,LANCS,Male,80,White,At least some high school,Farmer,39.3558,-82.2504
OH9B,mantel,LANCS,Male,74,White,Between 1 and 8 yrs.,Farmer,39.2259,-82.0385
OH9C,mantel,LANCS,Female,43,White,At least some high school,Keeping house,39.33,-82.05
OH9D,mantel,LANCS,Male,64,White,At least some high school,Farmer,39.3292,-82.1013
OH10A,mantel,LANCS,Male,68,White,At least some high school,Farmer,39.0276,-82.0338
OH10B,mantel,LANCS,Male,44,White,At least some high school,Farmer,39.0276,-82.0338
OH11A,mantel,LANCS,Male,65,White,No formal schooling,Farmer,38.7362,-82.2451
OH11B,mantelpiece,LANCS,Male,39,White,At least some high school,Farmer,39.9187,-82.299
OH12A,mantel,LANCS,Male,71,White,At least some high school,Farmer,38.5537,-82.4103
OH12B,mantelboard,LANCS,Male,51,White,At least some high school,Farmer,38.6581,-82.4735
OH12C,mantel,LANCS,Male,35,White,Unknown,Farmer,38.299,-82.2011
OH12D,mantel,LANCS,Female,50,White,Unknown,Keeping house,38.558,-82.214
OH13A,"a shelf, clock shelf",LANCS,Male,95,White,Between 1 and 8 yrs.,Farmer,41.2961,-84.627
OH13B,mantel,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,41.2845,-84.3558
OH14A,mantel,LANCS,Male,84,White,Between 1 and 8 yrs.,Merchant,41.557,-83.6272
OH14B,the mantel,LANCS,Male,85,White,Between 1 and 8 yrs.,Merchant,41.557,-83.6272
OH15A,mantel,LANCS,Male,71,White,At least some high school,Craftsman or foreman,41.395,-82.5552
OH15B,mantel,LANCS,Male,50,White,At least some high school,Craftsman or foreman,41.395,-82.5552
OH16A,"mantel, clock shelf",LANCS,Male,76,White,Between 1 and 8 yrs.,Craftsman or foreman,41.4784,-81.4673
OH16B,a mantel,LANCS,Female,62,White,At least some college or beyond,Clerical and sales,41.4784,-81.4673
OH16C,mantel,LANCS,Male,66,White,At least some college or beyond,Teacher,41.4784,-81.4673
OH17A,mantel,LANCS,Male,86,White,At least some high school,Farmer,41.1432,-81.8552
OH17B,mantel,LANCS,Male,72,White,Between 1 and 8 yrs.,Farmer,41.1432,-81.8552
OH17C,mantel,LANCS,Female,64,White,At least some high school,Operative,41.1432,-81.8552
OH17D,mantel,LANCS,Male,39,White,At least some college or beyond,"Manager, official, or proprietor",41.0256,-81.7299
OH18A,mantel,LANCS,Male,82,White,At least some college or beyond,Farmer,41.3126,-81.1437
OH18B,mantel,LANCS,Female,57,White,At least some high school,Service worker,41.1576,-81.242
OH18C,mantel,LANCS,Male,53,White,At least some high school,Farmer,41.2392,-81.3459
OH19A,a mantel,LANCS,Male,82,White,At least some high school,Farmer,40.7487,-84.7911
OH19B,a single shelf,LANCS,Male,87,White,Between 1 and 8 yrs.,Farmer,40.7864,-84.4569
OH19C,a mantelboard,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,40.868,-84.5825
OH20A,mantel,LANCS,Male,76,White,At least some high school,Farmer,41.0181,-83.9219
OH20B,mantel,LANCS,Male,77,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",41.0289,-84.0791
OH21A,mantels,LANCS,Male,79,White,Between 1 and 8 yrs.,Operative,40.8273,-83.2813
OH21B,mantel,LANCS,Female,88,White,Unknown,Keeping house,40.8273,-83.2813
OH21C,a mantel,LANCS,Male,85,White,Between 1 and 8 yrs.,Farmer,40.8273,-83.2813
OH21D,mantel,LANCS,Female,50,White,Unknown,Keeping house,40.8273,-83.2813
OH22A,"mantel, mantels",LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,40.2133,-82.1354
OH22B,mantel,LANCS,Male,63,White,Between 1 and 8 yrs.,Operative,40.3756,-82.3971
OH23A,a mantel,LANCS,Male,81,White,Between 1 and 8 yrs.,Farmer,40.8687,-82.3182
OH23B,"mantelpiece, clock shelf",LANCS,Male,65,White,At least some high school,Farmer,40.9701,-81.6965
OH23C,mantel,LANCS,Female,79,White,At least some high school,Keeping house,40.9628,-81.7131
OH24A,mantel,LANCS,Male,76,White,Between 1 and 8 yrs.,Public servant,40.5545,-81.9179
OH24B,mantel,LANCS,Female,69,White,Between 1 and 8 yrs.,Clerical and sales,40.5545,-81.9179
OH25,mantels,LANCS,Male,88,White,At least some high school,Clerical and sales,40.4898,-81.4457
OH26A,mantel,LANCS,Male,83,White,No formal schooling,Farmer,40.1028,-84.633
OH26B,mantelpiece,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,40.1028,-84.633
OH27A,mantel,LANCS,Male,85,White,Between 1 and 8 yrs.,Operative,40.1084,-83.7524
OH27B,mantel,LANCS,Female,62,White,At least some high school,Keeping house,40.1084,-83.7524
OH28A,"mantelpiece, mantel",LANCS,Male,87,White,At least some high school,"Manager, official, or proprietor",40.0931,-83.018
OH28B,mantel,LANCS,Male,79,White,At least some high school,Farmer,39.9548,-83.8121
OH28C,"mantelpiece, mantel",LANCS,Male,62,White,At least some college or beyond,"Manager, official, or proprietor",39.9612,-82.9988
OH29A,mantel,LANCS,Male,83,White,Between 1 and 8 yrs.,Farmer ,39.6495,-82.7443
OH29B,mantel,LANCS,Male,65,White,At least some high school,"Manager, official, or proprietor",39.7137,-82.5993
OH30A,mantel,LANCS,Male,87,White,Between 1 and 8 yrs.,Farmer,39.9937,-81.734
OH30B,mantel,LANCS,Female,70,White,At least some high school,Keeping house,39.9937,-81.734
OH31A,mantel,LANCS,Male,75,White,At least some high school,Farmer,39.9342,-81.4623
OH31B,mantel,LANCS,Male,74,White,Between 1 and 8 yrs.,Laborer,39.9248,-81.4618
OH31C,mantel,LANCS,Male,71,White,At least some high school,Farmer,39.9848,-81.4585
OH32A,mantel,LANCS,Female,73,White,At least some high school,Farmer's wife,39.5955,-84.7524
OH32B,mantel,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,39.4304,-84.7524
