Informant,Project,Sex,Age,Ethnicity ,Education level,Occupation,Latitude,Longitude,frying pan,comments,,,
LA654,LAGS,Male,22,Black or African American,At least some high school,Service worker,29.957,-90.0799,skillet ,,,,
FL452,LAGS,Male,50,White,At least some college or beyond,Fisher,29.7255,-84.987,Dutch oven ,,,,
FL452,LAGS,Male,50,White,At least some college or beyond,Fisher,29.7255,-84.987,frying pan ,,,,
FL452,LAGS,Male,50,White,At least some college or beyond,Fisher,29.7255,-84.987,iron skillet ,,,,
LA655,LAGS,Female,31,Black or African American,At least some college or beyond,Public servant,29.9605,-90.0684,frying pan ,,,,
LA655,LAGS,Female,31,Black or African American,At least some college or beyond,Public servant,29.9605,-90.0684,skillet ,,,,
LA660,LAGS,Male,87,Black or African American,Between 1 and 8 years,Operative,29.6471,-90.8197,skillet ,,,,
LA660,LAGS,Male,87,Black or African American,Between 1 and 8 years,Operative,29.6471,-90.8197,skillet ,,,,
LA665,LAGS,Male,82,Black or African American,Between 1 and 8 years,Farmer,30.1031,-90.9863,frying pan ,,,,
LA665,LAGS,Male,82,Black or African American,Between 1 and 8 years,Farmer,30.1031,-90.9863,skillet ,,,,
FL454,LAGS,Male,69,White,Between 1 and 8 years,Fisher,29.8125,-85.3009,Dutch oven ,,,,
FL454,LAGS,Male,69,White,Between 1 and 8 years,Fisher,29.8125,-85.3009,skillet ,,,,
FL454,LAGS,Male,69,White,Between 1 and 8 years,Fisher,29.8125,-85.3009,spider ,,,,
LA667,LAGS,Male,80,Black or African American,Between 1 and 8 years,Farmer,29.981,-91.7528,skillet ,,,,
LA667,LAGS,Male,80,Black or African American,Between 1 and 8 years,Farmer,29.981,-91.7528,skillet ,,,,
FL455,LAGS,Male,46,White,At least some high school,Craftsman or foreman,29.8163,-85.2888,frying pan ,,,,
FL456,LAGS,Female,63,White,At least some college or beyond,Keeping house,29.8123,-85.3019,deep-fat fryer ,,,,
FL456,LAGS,Female,63,White,At least some college or beyond,Keeping house,29.8123,-85.3019,frying pan ,,,,
FL456,LAGS,Female,63,White,At least some college or beyond,Keeping house,29.8123,-85.3019,griddle ,,,,
LA672,LAGS,Male,84,Black or African American,NoFormal education,Farmer,30.6659,-91.4797,skillet ,,,,
LA672,LAGS,Male,84,Black or African American,NoFormal education,Farmer,30.6659,-91.4797,skillet ,,,,
LA756,LAGS,Male,75,Black or African American,NoFormal education,Farmer,32.8026,-91.1791,frying pan ,,,,
LA756,LAGS,Male,75,Black or African American,NoFormal education,Farmer,32.8026,-91.1791,skillet ,,,,
FL458,LAGS,Female,46,White,At least some college or beyond,Teacher,30.1677,-85.6504,frying pan ,,,,
FL458,LAGS,Female,46,White,At least some college or beyond,Teacher,30.1677,-85.6504,griddle ,,,,
FL458,LAGS,Female,46,White,At least some college or beyond,Teacher,30.1677,-85.6504,iron skillet ,,,,
FL458,LAGS,Female,46,White,At least some college or beyond,Teacher,30.1677,-85.6504,spider ,,,,
LA759,LAGS,Male,62,Black or African American,Between 1 and 8 years,Farmer,32.4086,-91.1866,iron skillet ,,,,
LA759,LAGS,Male,62,Black or African American,Between 1 and 8 years,Farmer,32.4086,-91.1866,skillet ,,,,
LA761,LAGS,Female,91,Black or African American,NoFormal education,Farmer,31.9279,-91.5217,skillet ,,,,
LA761,LAGS,Female,91,Black or African American,NoFormal education,Farmer,31.9279,-91.5217,skillet ,,,,
LA766,LAGS,Female,72,Black or African American,Between 1 and 8 years,Service worker,32.6958,-92.0853,fryer ,,,,
FL460,LAGS,Female,87,White,Between 1 and 8 years,Keeping house,30.7797,-85.6424,frypan ,,,,
FL460,LAGS,Female,87,White,Between 1 and 8 years,Keeping house,30.7797,-85.6424,oven ,,,,
FL460,LAGS,Female,87,White,Between 1 and 8 years,Keeping house,30.7797,-85.6424,spider ,,,,
LA768,LAGS,Female,38,Black or African American,At least some college or beyond,Clerical or sales position,32.5087,-92.1205,frying pan ,,,,
LA768,LAGS,Female,38,Black or African American,At least some college or beyond,Clerical or sales position,32.5087,-92.1205,frying pan ,,,,
LA768,LAGS,Female,38,Black or African American,At least some college or beyond,Clerical or sales position,32.5087,-92.1205,skillet ,,,,
LA768,LAGS,Female,38,Black or African American,At least some college or beyond,Clerical or sales position,32.5087,-92.1205,skillet ,,,,
FL461,LAGS,Male,42,White,At least some high school,Professional & technical,30.6319,-85.5888,frying pan ,,,,
FL461,LAGS,Male,42,White,At least some high school,Professional & technical,30.6319,-85.5888,frying pan ,,,,
FL461,LAGS,Male,42,White,At least some high school,Professional & technical,30.6319,-85.5888,skillet ,,,,
FL461,LAGS,Male,42,White,At least some high school,Professional & technical,30.6319,-85.5888,skillet ,,,,
LA771,LAGS,Male,88,Black or African American,NoFormal education,Laborer,32.5305,-92.6392,skillet ,,,,
LA771,LAGS,Male,88,Black or African American,NoFormal education,Laborer,32.5305,-92.6392,skillet ,,,,
LA774,LAGS,Male,82,Black or African American,NoFormal education,Farmer,32.5117,-93.7435,frying pan ,,,,
LA774,LAGS,Male,82,Black or African American,NoFormal education,Farmer,32.5117,-93.7435,skillet ,,,,
LA774,LAGS,Male,82,Black or African American,NoFormal education,Farmer,32.5117,-93.7435,spider ,,,,
FL462,LAGS,Male,71,White,Between 1 and 8 years,"Manager, official or proprietor",30.3714,-86.1152,Dutch oven ,,,,
FL462,LAGS,Male,71,White,Between 1 and 8 years,"Manager, official or proprietor",30.3714,-86.1152,Dutch oven ,,,,
FL462,LAGS,Male,71,White,Between 1 and 8 years,"Manager, official or proprietor",30.3714,-86.1152,frying pan ,,,,
FL462,LAGS,Male,71,White,Between 1 and 8 years,"Manager, official or proprietor",30.3714,-86.1152,frying pan ,,,,
FL462,LAGS,Male,71,White,Between 1 and 8 years,"Manager, official or proprietor",30.3714,-86.1152,frypan ,,,,
FL462,LAGS,Male,71,White,Between 1 and 8 years,"Manager, official or proprietor",30.3714,-86.1152,frypan ,,,,
FL462,LAGS,Male,71,White,Between 1 and 8 years,"Manager, official or proprietor",30.3714,-86.1152,skillet ,,,,
FL462,LAGS,Male,71,White,Between 1 and 8 years,"Manager, official or proprietor",30.3714,-86.1152,skillet ,,,,
LA777,LAGS,Male,18,Black or African American,At least some college or beyond,Student,32.5141,-93.746,frying pan ,,,,
LA777,LAGS,Male,18,Black or African American,At least some college or beyond,Student,32.5141,-93.746,skillet ,,,,
LA784,LAGS,Male,69,Black or African American,Between 1 and 8 years,Farmer,31.7609,-93.0861,skillet ,,,,
LA789,LAGS,Male,67,Black or African American,Between 1 and 8 years,Operative,31.183,-93.2875,frying pan ,,,,
LA789,LAGS,Male,67,Black or African American,Between 1 and 8 years,Operative,31.183,-93.2875,frying pan ,,,,
LA789,LAGS,Male,67,Black or African American,Between 1 and 8 years,Operative,31.183,-93.2875,frying pan ,,,,
LA789,LAGS,Male,67,Black or African American,Between 1 and 8 years,Operative,31.183,-93.2875,frying pan ,,,,
LA789,LAGS,Male,67,Black or African American,Between 1 and 8 years,Operative,31.183,-93.2875,skillet ,,,,
LA789,LAGS,Male,67,Black or African American,Between 1 and 8 years,Operative,31.183,-93.2875,skillet ,,,,
LA789,LAGS,Male,67,Black or African American,Between 1 and 8 years,Operative,31.183,-93.2875,skillet ,,,,
LA789,LAGS,Male,67,Black or African American,Between 1 and 8 years,Operative,31.183,-93.2875,skillet ,,,,
FL465,LAGS,Female,72,White,Between 1 and 8 years,Keeping house,30.9668,-86.4596,skillet ,,,,
FL465,LAGS,Female,72,White,Between 1 and 8 years,Keeping house,30.9668,-86.4596,spider ,,,,
LA796,LAGS,Female,71,Black or African American,Between 1 and 8 years,Unknown,31.3223,-92.4343,oven ,,,,
LA796,LAGS,Female,71,Black or African American,Between 1 and 8 years,Unknown,31.3223,-92.4343,skillet ,,,,
FL466,LAGS,Female,88,White,Between 1 and 8 years,Keeping house,30.9657,-86.4555,spider ,,,,
FL466,LAGS,Female,88,White,Between 1 and 8 years,Keeping house,30.9657,-86.4555,spider ,,,,
LA808,LAGS,Female,55,Black or African American,Between 1 and 8 years,Keeping house,30.1592,-92.1714,"four, un (F) ",,,,
LA808,LAGS,Female,55,Black or African American,Between 1 and 8 years,Keeping house,30.1592,-92.1714,"four, un (F) ",,,,
LA808,LAGS,Female,55,Black or African American,Between 1 and 8 years,Keeping house,30.1592,-92.1714,"poele, la (F) ",,,,
LA808,LAGS,Female,55,Black or African American,Between 1 and 8 years,Keeping house,30.1592,-92.1714,"poele, la (F) ",,,,
LA808,LAGS,Female,55,Black or African American,Between 1 and 8 years,Keeping house,30.1592,-92.1714,skillet ,,,,
LA808,LAGS,Female,55,Black or African American,Between 1 and 8 years,Keeping house,30.1592,-92.1714,skillet ,,,,
LA811,LAGS,Male,38,Black or African American,Between 1 and 8 years,Farmer,30.4067,-92.2181,skillet ,,,,
LA811,LAGS,Male,38,Black or African American,Between 1 and 8 years,Farmer,30.4067,-92.2181,skillet ,,,,
FL467,LAGS,Female,77,White,Between 1 and 8 years,Keeping house,30.9513,-87.1512,fryer ,,,,
FL467,LAGS,Female,77,White,Between 1 and 8 years,Keeping house,30.9513,-87.1512,iron fryer ,,,,
FL467,LAGS,Female,77,White,Between 1 and 8 years,Keeping house,30.9513,-87.1512,skillet ,,,,
FL467,LAGS,Female,77,White,Between 1 and 8 years,Keeping house,30.9513,-87.1512,spider ,,,,
MS523,LAGS,Female,18,Black or African American,At least some high school,Clerical or sales position,34.7297,-88.9463,frying pan ,,,,
MS523,LAGS,Female,18,Black or African American,At least some high school,Clerical or sales position,34.7297,-88.9463,skillet ,,,,
MS525,LAGS,Male,82,Black or African American,Between 1 and 8 years,Farmer,34.7695,-89.4486,baker ,,,,
MS525,LAGS,Male,82,Black or African American,Between 1 and 8 years,Farmer,34.7695,-89.4486,oven ,,,,
MS525,LAGS,Male,82,Black or African American,Between 1 and 8 years,Farmer,34.7695,-89.4486,skillet ,,,,
FL469,LAGS,Male,76,White,Between 1 and 8 years,Operative,30.4218,-87.2147,frying pan ,,,,
MS530,LAGS,Male,74,Black or African American,Between 1 and 8 years,Farmer,34.2159,-90.7063,skillet ,,,,
MS530,LAGS,Male,74,Black or African American,Between 1 and 8 years,Farmer,34.2159,-90.7063,skillet ,,,,
FL470,LAGS,Male,34,White,At least some high school,Professional & technical,30.6969,-87.4265,skillet ,,,,
MS532,LAGS,Male,73,Black or African American,Between 1 and 8 years,Service worker,33.8967,-88.9981,frying pan ,,,,
MS532,LAGS,Male,73,Black or African American,Between 1 and 8 years,Service worker,33.8967,-88.9981,iron skillet ,,,,
FL471,LAGS,Male,64,White,At least some college or beyond,"Manager, official or proprietor",30.4208,-87.2172,skillet ,,,,
MS537,LAGS,Male,77,Black or African American,At least some high school,Service worker,34.2435,-88.997,oven ,,,,
MS537,LAGS,Male,77,Black or African American,At least some high school,Service worker,34.2435,-88.997,skillet ,,,,
AL472,LAGS,Male,74,White,Between 1 and 8 years,Laborer,30.9537,-87.8223,frying pan ,,,,
AL472,LAGS,Male,74,White,Between 1 and 8 years,Laborer,30.9537,-87.8223,frying pan ,,,,
MS543,LAGS,Male,64,Black or African American,Between 1 and 8 years,Farmer,34.315,-89.2628,skillet ,,,,
MS545,LAGS,Female,63,Black or African American,At least some college or beyond,Teacher,34.3641,-89.5192,skillet ,,,,
MS547,LAGS,Male,30,Black or African American,At least some college or beyond,Student,34.1737,-90.133,frypan ,,,,
MS547,LAGS,Male,30,Black or African American,At least some college or beyond,Student,34.1737,-90.133,pan ,,,,
MS547,LAGS,Male,30,Black or African American,At least some college or beyond,Student,34.1737,-90.133,skillet ,,,,
AL474,LAGS,Male,18,White,At least some college or beyond,Student,30.278,-87.6832,frying pan ,,,,
AL474,LAGS,Male,18,White,At least some college or beyond,Student,30.278,-87.6832,skillet ,,,,
MS550,LAGS,Female,63,Black or African American,Between 1 and 8 years,Keeping house,33.4052,-90.8978,skillet ,,,,
MS550,LAGS,Female,63,Black or African American,Between 1 and 8 years,Keeping house,33.4052,-90.8978,skillet ,,,,
AL475,LAGS,Female,70,White,At least some college or beyond,"Manager, official or proprietor",30.9941,-87.858,frying pan ,,,,
AL475,LAGS,Female,70,White,At least some college or beyond,"Manager, official or proprietor",30.9941,-87.858,frying pan ,,,,
AL475,LAGS,Female,70,White,At least some college or beyond,"Manager, official or proprietor",30.9941,-87.858,oven ,,,,
AL475,LAGS,Female,70,White,At least some college or beyond,"Manager, official or proprietor",30.9941,-87.858,oven ,,,,
AL475,LAGS,Female,70,White,At least some college or beyond,"Manager, official or proprietor",30.9941,-87.858,skillet ,,,,
AL475,LAGS,Female,70,White,At least some college or beyond,"Manager, official or proprietor",30.9941,-87.858,skillet ,,,,
MS552,LAGS,Female,66,Black or African American,At least some high school,Unknown,33.4946,-88.4319,NR,,,,
MS555,LAGS,Male,68,Black or African American,Between 1 and 8 years,Farmer,33.2345,-88.5824,oven ,,,,
MS555,LAGS,Male,68,Black or African American,Between 1 and 8 years,Farmer,33.2345,-88.5824,oven ,,,,
MS555,LAGS,Male,68,Black or African American,Between 1 and 8 years,Farmer,33.2345,-88.5824,skillet ,,,,
MS555,LAGS,Male,68,Black or African American,Between 1 and 8 years,Farmer,33.2345,-88.5824,skillet ,,,,
AL476,LAGS,Male,52,White,At least some college or beyond,Clerical or sales position,30.4064,-87.6838,Dutch oven ,,,,
AL476,LAGS,Male,52,White,At least some college or beyond,Clerical or sales position,30.4064,-87.6838,frying pan ,,,,
AL476,LAGS,Male,52,White,At least some college or beyond,Clerical or sales position,30.4064,-87.6838,iron skillet ,,,,
AL476,LAGS,Male,52,White,At least some college or beyond,Clerical or sales position,30.4064,-87.6838,skillet ,,,,
MS558,LAGS,Female,22,Black or African American,At least some college or beyond,Student,33.4659,-88.8103,skillet ,,,,
MS558,LAGS,Female,22,Black or African American,At least some college or beyond,Student,33.4659,-88.8103,skillet ,,,,
MS564,LAGS,Male,37,Black or African American,At least some college or beyond,Teacher,33.0495,-89.621,frying pan ,,,,
MS564,LAGS,Male,37,Black or African American,At least some college or beyond,Teacher,33.0495,-89.621,frying pan ,,,,
MS564,LAGS,Male,37,Black or African American,At least some college or beyond,Teacher,33.0495,-89.621,skillet ,,,,
MS564,LAGS,Male,37,Black or African American,At least some college or beyond,Teacher,33.0495,-89.621,skillet ,,,,
MS564,LAGS,Male,37,Black or African American,At least some college or beyond,Teacher,33.0495,-89.621,spider ,,,,
MS564,LAGS,Male,37,Black or African American,At least some college or beyond,Teacher,33.0495,-89.621,spider ,,,,
MS566,LAGS,Female,31,Black or African American,At least some high school,Unknown,33.6325,-89.8933,skillet ,,,,
AL479,LAGS,Male,55,White,At least some high school,Public servant,30.6901,-88.0554,frying pan ,,,,
AL480,LAGS,Female,43,White,At least some high school,Clerical or sales position,30.4115,-88.2464,frying pan ,,,,
AL480,LAGS,Female,43,White,At least some high school,Clerical or sales position,30.4115,-88.2464,skillet ,,,,
MS569,LAGS,Male,73,Black or African American,At least some high school,School bus driver,32.6224,-88.7562,frying pan ,,,,
MS569,LAGS,Male,73,Black or African American,At least some high school,School bus driver,32.6224,-88.7562,oven ,,,,
MS569,LAGS,Male,73,Black or African American,At least some high school,School bus driver,32.6224,-88.7562,skillet ,,,,
MS571,LAGS,Female,24,Black or African American,At least some high school,Hospital worker,32.7716,-89.1165,iron skillet ,,,,
MS573,LAGS,Male,87,Black or African American,Between 1 and 8 years,Farmer,32.9846,-90.3218,skillet ,,,,
AL482,LAGS,Female,84,White,At least some high school,Clerical or sales position,30.6867,-88.043,frying pan ,,,,
AL482,LAGS,Female,84,White,At least some high school,Clerical or sales position,30.6867,-88.043,frying pan ,,,,
AL482,LAGS,Female,84,White,At least some high school,Clerical or sales position,30.6867,-88.043,skillet ,,,,
AL482,LAGS,Female,84,White,At least some high school,Clerical or sales position,30.6867,-88.043,skillet ,,,,
MS577,LAGS,Female,77,Black or African American,NoFormal education,Farmer,32.3541,-90.8815,oven ,,,,
MS577,LAGS,Female,77,Black or African American,NoFormal education,Farmer,32.3541,-90.8815,skillet ,,,,
MS580,LAGS,Male,78,Black or African American,Between 1 and 8 years,Farmer,32.9016,-91.0495,skillet ,,,,
AL483,LAGS,Male,20,White,At least some high school,Service worker,30.6907,-88.0389,NR,,,,
MS585,LAGS,Male,52,Black or African American,Between 1 and 8 years,Farmer,32.2675,-89.6034,baking skillet ,,,,
MS585,LAGS,Male,52,Black or African American,Between 1 and 8 years,Farmer,32.2675,-89.6034,baking skillet ,,,,
MS585,LAGS,Male,52,Black or African American,Between 1 and 8 years,Farmer,32.2675,-89.6034,skillet ,,,,
MS585,LAGS,Male,52,Black or African American,Between 1 and 8 years,Farmer,32.2675,-89.6034,skillet ,,,,
AL484,LAGS,Female,31,White,At least some college or beyond,Teacher,30.6894,-88.0387,skillet ,,,,
MS586,LAGS,Male,88,Black or African American,At least some high school,Farmer,32.3292,-90.6051,frying pan ,,,,
MS586,LAGS,Male,88,Black or African American,At least some high school,Farmer,32.3292,-90.6051,frying pan ,,,,
MS586,LAGS,Male,88,Black or African American,At least some high school,Farmer,32.3292,-90.6051,skillet ,,,,
MS586,LAGS,Male,88,Black or African American,At least some high school,Farmer,32.3292,-90.6051,skillet ,,,,
MS587,LAGS,Male,77,Black or African American,Between 1 and 8 years,Farmer,32.3313,-90.6048,frying pan ,,,,
MS587,LAGS,Male,77,Black or African American,Between 1 and 8 years,Farmer,32.3313,-90.6048,skillet ,,,,
TN486,LAGS,Female,80,White,Between 1 and 8 years,Keeping house,36.3324,-88.1597,corn-bread skillet ,,,,
TN486,LAGS,Female,80,White,Between 1 and 8 years,Keeping house,36.3324,-88.1597,potato oven ,,,,
TN486,LAGS,Female,80,White,Between 1 and 8 years,Keeping house,36.3324,-88.1597,potato skillet ,,,,
MS589,LAGS,Female,13,Black or African American,Between 1 and 8 years,Student,32.2992,-90.1804,skillet ,,,,
TN487,LAGS,Female,49,White,At least some high school,Clerical or sales position,36.3019,-88.3264,Dutch oven ,,,,
TN487,LAGS,Female,49,White,At least some high school,Clerical or sales position,36.3019,-88.3264,iron skillet ,,,,
TN487,LAGS,Female,49,White,At least some high school,Clerical or sales position,36.3019,-88.3264,skillet ,,,,
MS590,LAGS,Female,66,Black or African American,At least some college or beyond,Professional & technical,32.2996,-90.1829,Dutch oven ,,,,
MS590,LAGS,Female,66,Black or African American,At least some college or beyond,Professional & technical,32.2996,-90.1829,Dutch oven ,,,,
MS590,LAGS,Female,66,Black or African American,At least some college or beyond,Professional & technical,32.2996,-90.1829,frying pan ,,,,
MS590,LAGS,Female,66,Black or African American,At least some college or beyond,Professional & technical,32.2996,-90.1829,frying pan ,,,,
MS590,LAGS,Female,66,Black or African American,At least some college or beyond,Professional & technical,32.2996,-90.1829,skillet ,,,,
MS590,LAGS,Female,66,Black or African American,At least some college or beyond,Professional & technical,32.2996,-90.1829,skillet ,,,,
TN488,LAGS,Male,69,White,Between 1 and 8 years,Farmer,35.8961,-88.3159,skillet ,,,,
MS593,LAGS,Male,74,Black or African American,Between 1 and 8 years,Farmer,31.8191,-91.0507,skillet ,,,,
MS593,LAGS,Male,74,Black or African American,Between 1 and 8 years,Farmer,31.8191,-91.0507,skillet ,,,,
TN489,LAGS,Male,49,White,Between 1 and 8 years,Farmer,36.0008,-88.4277,frying pan ,,,,
TN489,LAGS,Male,49,White,Between 1 and 8 years,Farmer,36.0008,-88.4277,skillet ,,,,
MS596,LAGS,Male,78,Black or African American,Between 1 and 8 years,Farmer,31.4014,-90.7292,oven ,,,,
MS596,LAGS,Male,78,Black or African American,Between 1 and 8 years,Farmer,31.4014,-90.7292,oven ,,,,
MS596,LAGS,Male,78,Black or African American,Between 1 and 8 years,Farmer,31.4014,-90.7292,skillet ,,,,
MS596,LAGS,Male,78,Black or African American,Between 1 and 8 years,Farmer,31.4014,-90.7292,skillet ,,,,
TN490,LAGS,Female,32,White,At least some college or beyond,Teacher,36.2917,-88.7079,frypan ,,,,
TN490,LAGS,Female,32,White,At least some college or beyond,Teacher,36.2917,-88.7079,skillet ,,,,
MS598,LAGS,Female,81,Black or African American,At least some college or beyond,Teacher,31.3262,-89.2911,skillet ,,,,
MS598,LAGS,Female,81,Black or African American,At least some college or beyond,Teacher,31.3262,-89.2911,skillet ,,,,
TN491,LAGS,Male,78,White,Between 1 and 8 years,Farmer,36.0663,-88.9936,skillet ,,,,
MS600,LAGS,Male,84,Black or African American,Between 1 and 8 years,Operative,31.7588,-89.2745,frying pan ,,,,
MS600,LAGS,Male,84,Black or African American,Between 1 and 8 years,Operative,31.7588,-89.2745,frying pan ,,,,
MS600,LAGS,Male,84,Black or African American,Between 1 and 8 years,Operative,31.7588,-89.2745,frying pan ,,,,
MS600,LAGS,Male,84,Black or African American,Between 1 and 8 years,Operative,31.7588,-89.2745,frying pan ,,,,
MS600,LAGS,Male,84,Black or African American,Between 1 and 8 years,Operative,31.7588,-89.2745,oven ,,,,
MS600,LAGS,Male,84,Black or African American,Between 1 and 8 years,Operative,31.7588,-89.2745,oven ,,,,
MS600,LAGS,Male,84,Black or African American,Between 1 and 8 years,Operative,31.7588,-89.2745,oven ,,,,
MS600,LAGS,Male,84,Black or African American,Between 1 and 8 years,Operative,31.7588,-89.2745,oven ,,,,
MS600,LAGS,Male,84,Black or African American,Between 1 and 8 years,Operative,31.7588,-89.2745,skillet ,,,,
MS600,LAGS,Male,84,Black or African American,Between 1 and 8 years,Operative,31.7588,-89.2745,skillet ,,,,
MS600,LAGS,Male,84,Black or African American,Between 1 and 8 years,Operative,31.7588,-89.2745,skillet ,,,,
MS600,LAGS,Male,84,Black or African American,Between 1 and 8 years,Operative,31.7588,-89.2745,skillet ,,,,
TN492,LAGS,Male,75,White,NoFormal education,Farmer,36.0345,-89.3855,frying pan ,,,,
TN492,LAGS,Male,75,White,NoFormal education,Farmer,36.0345,-89.3855,skillet ,,,,
MS602,LAGS,Female,40,Black or African American,At least some college or beyond,Operator,31.7556,-89.2745,frying pan ,,,,
MS602,LAGS,Female,40,Black or African American,At least some college or beyond,Operator,31.7556,-89.2745,skillet ,,,,
TN493,LAGS,Male,85,White,At least some high school,Farmer,36.4874,-89.1147,Dutch oven ,,,,
TN493,LAGS,Male,85,White,At least some high school,Farmer,36.4874,-89.1147,iron skillet ,,,,
TN493,LAGS,Male,85,White,At least some high school,Farmer,36.4874,-89.1147,skillet ,,,,
MS609,LAGS,Male,85,Black or African American,NoFormal education,Farmer,31.1593,-91.4174,skillet ,,,,
TN494,LAGS,Female,58,White,At least some high school,Keeping house,36.2597,-89.322,Dutch oven ,,,,
TN494,LAGS,Female,58,White,At least some high school,Keeping house,36.2597,-89.322,skillet ,,,,
TN495,LAGS,Female,77,Black or African American,Between 1 and 8 years,Keeping house,36.4344,-89.4698,frying pan ,,,,
TN495,LAGS,Female,77,Black or African American,Between 1 and 8 years,Keeping house,36.4344,-89.4698,skillet ,,,,
MS610,LAGS,Male,73,Black or African American,Unknown,Farmer,31.1041,-91.2986,frying pan ,,,,
MS610,LAGS,Male,73,Black or African American,Unknown,Farmer,31.1041,-91.2986,frying pan ,,,,
MS610,LAGS,Male,73,Black or African American,Unknown,Farmer,31.1041,-91.2986,frying pan ,,,,
MS610,LAGS,Male,73,Black or African American,Unknown,Farmer,31.1041,-91.2986,skillet ,,,,
MS610,LAGS,Male,73,Black or African American,Unknown,Farmer,31.1041,-91.2986,skillet ,,,,
MS610,LAGS,Male,73,Black or African American,Unknown,Farmer,31.1041,-91.2986,skillet ,,,,
TN496,LAGS,Male,59,White,At least some college or beyond,"Manager, official or proprietor",36.3784,-89.4861,skillet ,,,,
MS611,LAGS,Female,75,Black or African American,At least some college or beyond,Teacher,31.1035,-91.2925,frying pan ,,,,
TN497,LAGS,Female,76,White,Between 1 and 8 years,Keeping house,35.4557,-88.1417,frypan ,,,,
TN497,LAGS,Female,76,White,Between 1 and 8 years,Keeping house,35.4557,-88.1417,iron skillet ,,,,
TN497,LAGS,Female,76,White,Between 1 and 8 years,Keeping house,35.4557,-88.1417,skillet ,,,,
MS612,LAGS,Female,70,Black or African American,Between 1 and 8 years,Unknown,31.3781,-91.3961,frying pan ,,,,
MS612,LAGS,Female,70,Black or African American,Between 1 and 8 years,Unknown,31.3781,-91.3961,skillet ,,,,
TN498,LAGS,Male,69,White,At least some high school,Craftsman or foreman,35.1695,-88.5914,skillet ,,,,
MS614,LAGS,Male,58,Black or African American,At least some college or beyond,Professional & technical,31.5597,-91.3666,frying pan ,,,,
MS614,LAGS,Male,58,Black or African American,At least some college or beyond,Professional & technical,31.5597,-91.3666,skillet ,,,,
TN499,LAGS,Female,45,White,At least some high school,Clerical or sales position,35.2359,-88.3909,skillet ,,,,
MS620,LAGS,Male,87,Black or African American,Between 1 and 8 years,Operative,30.3925,-88.975,frying pan ,,,,
MS620,LAGS,Male,87,Black or African American,Between 1 and 8 years,Operative,30.3925,-88.975,skillet ,,,,
TN500,LAGS,Male,76,White,NoFormal education,Farmer,35.5212,-88.2492,Dutch oven ,,,,
TN500,LAGS,Male,76,White,NoFormal education,Farmer,35.5212,-88.2492,eye hoe ,,,,
TN500,LAGS,Male,76,White,NoFormal education,Farmer,35.5212,-88.2492,frying pan ,,,,
TN500,LAGS,Male,76,White,NoFormal education,Farmer,35.5212,-88.2492,horseshoe spider ,,,,
TN500,LAGS,Male,76,White,NoFormal education,Farmer,35.5212,-88.2492,pan ,,,,
TN500,LAGS,Male,76,White,NoFormal education,Farmer,35.5212,-88.2492,skillet ,,,,
MS622,LAGS,Female,17,Black or African American,At least some high school,Unknown,30.3804,-89.093,frying pan ,,,,
MS622,LAGS,Female,17,Black or African American,At least some high school,Unknown,30.3804,-89.093,skillet ,,,,
TN501,LAGS,Male,67,White,At least some high school,"Manager, official or proprietor",35.6129,-88.3613,Dutch oven ,,,,
TN501,LAGS,Male,67,White,At least some high school,"Manager, official or proprietor",35.6129,-88.3613,Dutch oven ,,,,
TN501,LAGS,Male,67,White,At least some high school,"Manager, official or proprietor",35.6129,-88.3613,skillet ,,,,
TN501,LAGS,Male,67,White,At least some high school,"Manager, official or proprietor",35.6129,-88.3613,skillet ,,,,
MS624,LAGS,Female,33,Black or African American,At least some college or beyond,Professional & technical,30.8358,-89.2623,skillet ,,,,
MS627,LAGS,Male,79,Black or African American,Between 1 and 8 years,Farmer,30.6222,-89.6531,skillet ,,,,
TN502,LAGS,Male,36,White,At least some high school,"Manager, official or proprietor",35.6143,-88.8194,skillet ,,,,
TN503,LAGS,Male,81,White,Between 1 and 8 years,Farmer,35.5941,-89.2622,skillet ,,,,
TN504,LAGS,Female,35,White,At least some high school,Clerical or sales position,35.5958,-89.2621,Dutch oven ,,,,
TN504,LAGS,Female,35,White,At least some high school,Clerical or sales position,35.5958,-89.2621,skillet ,,,,
TN505,LAGS,Female,65,Black or African American,Between 1 and 8 years,Keeping house,35.5639,-89.6498,frying pan ,,,,
TN505,LAGS,Female,65,Black or African American,Between 1 and 8 years,Keeping house,35.5639,-89.6498,skillet ,,,,
TN506,LAGS,Male,71,White,Between 1 and 8 years,Operative,35.5645,-89.6459,frying pan ,,,,
TN506,LAGS,Male,71,White,Between 1 and 8 years,Operative,35.5645,-89.6459,skillet ,,,,
TN507,LAGS,Female,76,Black or African American,NoFormal education,"Manager, official or proprietor",35.6104,-89.8803,oven ,,,,
TN507,LAGS,Female,76,Black or African American,NoFormal education,"Manager, official or proprietor",35.6104,-89.8803,skillet ,,,,
TN508,LAGS,Female,60,White,At least some high school,Clerical or sales position,35.746,-89.5318,oven ,,,,
TN508,LAGS,Female,60,White,At least some high school,Clerical or sales position,35.746,-89.5318,skillet ,,,,
TN509,LAGS,Male,49,White,At least some high school,Public servant,35.2562,-88.9879,black skillet ,,,,
TN509,LAGS,Male,49,White,At least some high school,Public servant,35.2562,-88.9879,black skillet ,,,,
