Informant,Project,Sex,Age,Ethnicity ,Education level,Occupation,Latitude,Longitude,picket fence
VA49B,LAMSAS,Female,48,White,At least some high school,Keeping house,36.82555,-79.39833,paling fence
VA50A,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,36.75722,-78.79,picket fence
VA50A,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,36.75722,-78.79,paling fence
VA50B,LAMSAS,Female,58,White,At least some high school,Unknown,36.76583,-78.92861,paling fence
VA51A,LAMSAS,Male,82,White,No formal schooling,Farmer,36.79917,-78.45861,paling fence
,LAMSAS,Female,62,White,At least some high school,Keeping house,36.65222,-78.4925,NR
,LAMSAS,Female,55,White,Unknown,Other (see notes),36.57861,-77.99111,NR
VA52A,LAMSAS,Male,71,White,At least some high school,Farmer,36.6475,-77.89555,paling fence
VA52B,LAMSAS,Female,50,White,At least some college or beyond,Keeping house,36.65417,-77.89861,paling fence
VA52C!,LAMSAS,Female,55,White,At least some high school,Keeping house,39.27833,-78.25945,paling fence
VA53A,LAMSAS,Male,82,White,No formal schooling,Farmer,39.25444,-78.06695,paling fence
VA53B,LAMSAS,Male,56,White,At least some high school,Farmer,39.15722,-78.24695,paling fence
VA54A,LAMSAS,Male,62,White,At least some high school,Farmer,38.80695,-78.7925,paling fence
VA54A,LAMSAS,Male,62,White,At least some high school,Farmer,38.80695,-78.7925,palings
VA54A,LAMSAS,Male,62,White,At least some high school,Farmer,38.80695,-78.7925,row
VA54B,LAMSAS,Male,44,White,At least some high school,Farmer,38.74583,-78.6425,paling fence
VA55A,LAMSAS,Male,72,White,At least some high school,Farmer,38.81083,-78.23389,paling fence
VA55A,LAMSAS,Male,72,White,At least some high school,Farmer,38.81083,-78.23389,palings
VA55A,LAMSAS,Male,72,White,At least some high school,Farmer,38.81083,-78.23389,paling fence
VA55A,LAMSAS,Male,72,White,At least some high school,Farmer,38.81083,-78.23389,fence
VA55A,LAMSAS,Male,72,White,At least some high school,Farmer,38.81083,-78.23389,palings
VA55B,LAMSAS,Female,62,White,At least some high school,Keeping house,38.98944,-78.14139,paling fence
VA55B,LAMSAS,Female,62,White,At least some high school,Keeping house,38.98944,-78.14139,NR
VA56A,LAMSAS,Male,71,White,Between 1 and 8 years,Farmer,38.44944,-78.86916,picket fence
VA56B,LAMSAS,Female,54,White,At least some high school,Keeping house,38.45833,-78.85833,picket fence
VA57A,LAMSAS,Female,79,White,No formal schooling,Keeping house,38.5,-79.55,paling fence
VA57B,LAMSAS,Female,64,White,At least some high school,Keeping house,38.43111,-79.63194,paling fence
VA57B,LAMSAS,Female,64,White,At least some high school,Keeping house,38.43111,-79.63194,picket fence
VA58,LAMSAS,Male,73,White,No formal schooling,Farmer,37.98111,-78.95417,palings
VA58,LAMSAS,Male,73,White,No formal schooling,Farmer,37.98111,-78.95417,paling fence
VA59N,LAMSAS,Male,80,Black or African American,No formal schooling,Farmer,38.03,-79.03389,NR
VA59A,LAMSAS,Female,46,White,At least some high school,Keeping house,38.26861,-78.61195,paling fence
VA59B!,LAMSAS,Female,54,White,At least some college or beyond,Keeping house,37.99556,-78.7225,picket fence
VA59B!,LAMSAS,Female,54,White,At least some college or beyond,Keeping house,37.99556,-78.7225,paling fence
VA60,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,38.0575,-78.31389,paling fence
VA61A,LAMSAS,Male,53,White,Between 1 and 8 years,Operative,38.02917,-78.47694,paling fence
VA61A,LAMSAS,Male,53,White,Between 1 and 8 years,Operative,38.02917,-78.47694,picket fence
VA61A,LAMSAS,Male,53,White,Between 1 and 8 years,Operative,38.02917,-78.47694,palings
VA61A,LAMSAS,Male,53,White,Between 1 and 8 years,Operative,38.02917,-78.47694,pickets
VA61B!,LAMSAS,Male,54,White,At least some high school,Clerical or sales position,38.17778,-79.64778,paling fence
,LAMSAS,Male,76,White,At least some high school,Farmer,37.80917,-79.47639,NR
VA62A,LAMSAS,Female,77,White,Between 1 and 8 years,Keeping house,37.78389,-79.44305,palings
VA62A,LAMSAS,Female,77,White,Between 1 and 8 years,Keeping house,37.78389,-79.44305,paling fence
VA62B,LAMSAS,Male,55,White,At least some high school,Farmer,37.85389,-79.49555,NR
VA63A,LAMSAS,Male,80,White,No formal schooling,Farmer,37.80111,-78.75584,palings
VA63B,LAMSAS,Female,73,White,At least some high school,Keeping house,37.89028,-78.8725,palings
VA64A,LAMSAS,Female,83,White,Between 1 and 8 years,Keeping house,37.5,-80.11111,paling fence
VA64B,LAMSAS,Female,59,White,Unknown,Keeping house,37.56889,-80.26222,picket fence
VA64B,LAMSAS,Female,59,White,Unknown,Keeping house,37.56889,-80.26222,paling
VA65A,LAMSAS,Female,70,White,Between 1 and 8 years,Keeping house,37.53361,-79.36,picket fence
VA65A,LAMSAS,Female,70,White,Between 1 and 8 years,Keeping house,37.53361,-79.36,plank fence
VA65A,LAMSAS,Female,70,White,Between 1 and 8 years,Keeping house,37.53361,-79.36,paling fence
VA65A,LAMSAS,Female,70,White,Between 1 and 8 years,Keeping house,37.53361,-79.36,pickets
VA65A,LAMSAS,Female,70,White,Between 1 and 8 years,Keeping house,37.53361,-79.36,garden palings
VA65B,LAMSAS,Male,56,White,Between 1 and 8 years,Farmer,37.33417,-79.52333,paling fence
VA65B,LAMSAS,Male,56,White,Between 1 and 8 years,Farmer,37.33417,-79.52333,palings
VA65C!,LAMSAS,Female,35,White,At least some college or beyond,Keeping house,37.2275,-80.01305,paling fence
VA66A,LAMSAS,Female,70,White,Between 1 and 8 years,Keeping house,37.29333,-80.055,paling fence
VA66B,LAMSAS,Male,52,White,Between 1 and 8 years,Farmer,37.27083,-79.94167,picket fence
VA66B,LAMSAS,Male,52,White,Between 1 and 8 years,Farmer,37.27083,-79.94167,paling fence
VA67A,LAMSAS,Male,83,White,Between 1 and 8 years,Farmer,36.8875,-80.15,paling fence
VA67B,LAMSAS,Female,50,White,At least some high school,Unknown,36.89194,-79.86555,paling fence
VA67B,LAMSAS,Female,50,White,At least some high school,Unknown,36.89194,-79.86555,picket fence
VA68A,LAMSAS,Female,79,White,No formal schooling,Keeping house,36.96861,-80.71389,palings
VA68A,LAMSAS,Female,79,White,No formal schooling,Keeping house,36.96861,-80.71389,paled fence
VA68B,LAMSAS,Male,52,White,At least some high school,Farmer,37.00583,-80.7475,paling
VA69A,LAMSAS,Male,76,White,No formal schooling,Farmer,36.91111,-80.32027,paling fence
VA69B,LAMSAS,Male,52,White,Unknown,Clerical or sales position,37.00333,-80.37945,paling fence
VA70A,LAMSAS,Female,61,White,At least some high school,Keeping house,36.61972,-80.0075,paling fence
VA70A,LAMSAS,Female,61,White,At least some high school,Keeping house,36.61972,-80.0075,palings
VA70B,LAMSAS,Female,48,White,At least some high school,Keeping house,36.57667,-79.85861,paling fence
VA71A,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,37.10194,-81.11639,palings
VA71A,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,37.10194,-81.11639,pale fence
VA71B,LAMSAS,Female,51,White,At least some high school,Keeping house,37.09722,-81.1125,palings
VA71B,LAMSAS,Female,51,White,At least some high school,Keeping house,37.09722,-81.1125,paling fence
VA72A,LAMSAS,Male,82,White,Between 1 and 8 years,Farmer,36.62222,-81.15111,paling fence
VA72B,LAMSAS,Male,45,White,At least some college or beyond,Farmer,36.72139,-81.17722,palings
VA73,LAMSAS,Male,63,White,No formal schooling,Farmer,37.32084,-81.99639,palings
VA74A,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,37.23555,-81.85722,paling fence
VA74B!,LAMSAS,Female,56,White,At least some college or beyond,Keeping house,36.89,-82.27972,paling fence
VA75A,LAMSAS,Male,74,White,Between 1 and 8 years,Farmer,36.76028,-81.86305,paling fence
VA75B,LAMSAS,Male,52,White,At least some high school,Farmer,36.70972,-81.9775,palings
NC1,LAMSAS,Female,66,White,No formal schooling,Unknown,36.68889,-83.11111,pale fence
NC2A,LAMSAS,Male,65,White,At least some high school,Farmer,36.68611,-83.12055,picket fence
NC2A,LAMSAS,Male,65,White,At least some high school,Farmer,36.68611,-83.12055,paling fence
NC2A,LAMSAS,Male,65,White,At least some high school,Farmer,36.68611,-83.12055,slats
NC2A,LAMSAS,Male,65,White,At least some high school,Farmer,36.68611,-83.12055,paling
NC2B,LAMSAS,Male,41,White,At least some high school,Farmer,36.51333,-75.9225,palings
NC2B,LAMSAS,Male,41,White,At least some high school,Farmer,36.51333,-75.9225,paling lot
NC2B,LAMSAS,Male,41,White,At least some high school,Farmer,36.51333,-75.9225,paling fence
NC3A,LAMSAS,Male,79,White,No formal schooling,Farmer,36.07861,-75.795,pale fence
NC3B,LAMSAS,Female,37,White,At least some high school,Keeping house,36.52444,-76.17861,picket fence
NC3B,LAMSAS,Female,37,White,At least some high school,Keeping house,36.52444,-76.17861,paling fence
NC4A,LAMSAS,Male,83,White,Between 1 and 8 years,Farmer,36.27306,-76.08556,picket fence
NC4A,LAMSAS,Male,83,White,Between 1 and 8 years,Farmer,36.27306,-76.08556,paling fence
NC4B,LAMSAS,Female,38,White,At least some high school,Farmer,36.34778,-76.155,paling
NC5A,LAMSAS,Female,74,White,Between 1 and 8 years,Keeping house,36.42722,-76.85361,paling fence
NC5B,LAMSAS,Female,44,White,At least some college or beyond,Keeping house,36.36889,-76.59805,picket fence
NC5B,LAMSAS,Female,44,White,At least some college or beyond,Keeping house,36.36889,-76.59805,paling fence
NC6!,LAMSAS,Female,57,White,At least some college or beyond,Unknown,36.25917,-76.355,picket fence
NC7A,LAMSAS,Female,74,White,Between 1 and 8 years,Unknown,36.21889,-76.46416,paling yard
NC7A,LAMSAS,Female,74,White,Between 1 and 8 years,Unknown,36.21889,-76.46416,paling
NC7B,LAMSAS,Female,43,White,Between 1 and 8 years,Keeping house,36.06055,-76.60944,picket fence
NC7B,LAMSAS,Female,43,White,Between 1 and 8 years,Keeping house,36.06055,-76.60944,paling fence
NC8N,LAMSAS,Male,80,Black or African American,Between 1 and 8 years,Farmer,36.20111,-76.76889,NR
NC8A,LAMSAS,Female,70,White,No formal schooling,Laborer,36.10972,-76.94028,picket fence
NC8A,LAMSAS,Female,70,White,No formal schooling,Laborer,36.10972,-76.94028,walling
NC8A,LAMSAS,Female,70,White,No formal schooling,Laborer,36.10972,-76.94028,paling
NC8B,LAMSAS,Female,41,White,Between 1 and 8 years,Keeping house,35.96361,-77.30833,picket fence
NC8B,LAMSAS,Female,41,White,Between 1 and 8 years,Keeping house,35.96361,-77.30833,walling
NC8B,LAMSAS,Female,41,White,Between 1 and 8 years,Keeping house,35.96361,-77.30833,palings
NC8B,LAMSAS,Female,41,White,Between 1 and 8 years,Keeping house,35.96361,-77.30833,picket fence
NC8B,LAMSAS,Female,41,White,Between 1 and 8 years,Keeping house,35.96361,-77.30833,walling
NC8B,LAMSAS,Female,41,White,Between 1 and 8 years,Keeping house,35.96361,-77.30833,paling
NC9A,LAMSAS,Male,71,White,Between 1 and 8 years,Farmer,35.83889,-77.08334,paling
NC9B,LAMSAS,Female,60,White,Between 1 and 8 years,Other (see notes),35.85444,-77.05583,picket fence
NC9B,LAMSAS,Female,60,White,Between 1 and 8 years,Other (see notes),35.85444,-77.05583,palings
NC10A,LAMSAS,Male,76,White,Unknown,Fisher,35.9175,-76.2525,pale
NC10A,LAMSAS,Male,76,White,Unknown,Fisher,35.9175,-76.2525,paling fence
NC10A,LAMSAS,Male,76,White,Unknown,Fisher,35.9175,-76.2525,paling
NC10B,LAMSAS,Female,70,White,Unknown,Private household worker or gardener,35.92222,-76.24583,paling
NC10C,LAMSAS,Female,41,White,At least some high school,Keeping house,36.06445,-75.70611,paling fence
NC11A,LAMSAS,Male,82,White,Between 1 and 8 years,Farmer,35.59333,-75.46833,paling fence
NC11B,LAMSAS,Female,39,White,At least some high school,Keeping house,35.90805,-75.67611,picket fence
NC11B,LAMSAS,Female,39,White,At least some high school,Keeping house,35.90805,-75.67611,paling fence
NC12A,LAMSAS,Male,77,White,No formal schooling,Farmer,35.47805,-76.0125,picket fence
NC12A,LAMSAS,Male,77,White,No formal schooling,Farmer,35.47805,-76.0125,paling
NC12A,LAMSAS,Male,77,White,No formal schooling,Farmer,35.47805,-76.0125,picket fence
NC12A,LAMSAS,Male,77,White,No formal schooling,Farmer,35.47805,-76.0125,paling fence
NC12A,LAMSAS,Male,77,White,No formal schooling,Farmer,35.47805,-76.0125,board fence
NC12A,LAMSAS,Male,77,White,No formal schooling,Farmer,35.47805,-76.0125,pickets
NC12A,LAMSAS,Male,77,White,No formal schooling,Farmer,35.47805,-76.0125,palings
NC12B,LAMSAS,Female,46,White,At least some college or beyond,Keeping house,35.40611,-76.32944,picket fence
NC12B,LAMSAS,Female,46,White,At least some college or beyond,Keeping house,35.40611,-76.32944,paling fence
NC13A,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,35.53417,-76.97028,paling fence
NC13B,LAMSAS,Female,40,White,At least some high school,Unknown,35.54639,-77.0525,paling fence
NC13B,LAMSAS,Female,40,White,At least some high school,Unknown,35.54639,-77.0525,picket fence
NC13B,LAMSAS,Female,40,White,At least some high school,Unknown,35.54639,-77.0525,picket fence
NC13B,LAMSAS,Female,40,White,At least some high school,Unknown,35.54639,-77.0525,palings
NC14N,LAMSAS,Male,77,Black or African American,Between 1 and 8 years,Farmer,35.09555,-76.62889,NR
NC14A,LAMSAS,Male,70,White,Between 1 and 8 years,Farmer,35.09778,-76.71472,walling
NC14A,LAMSAS,Male,70,White,Between 1 and 8 years,Farmer,35.09778,-76.71472,picket fence
NC14A,LAMSAS,Male,70,White,Between 1 and 8 years,Farmer,35.09778,-76.71472,palings
NC14B,LAMSAS,Female,75,White,At least some college or beyond,Unknown,34.87889,-76.90166,picket fence
NC14B,LAMSAS,Female,75,White,At least some college or beyond,Unknown,34.87889,-76.90166,paling fence
NC14B,LAMSAS,Female,75,White,At least some college or beyond,Unknown,34.87889,-76.90166,pickets
NC14B,LAMSAS,Female,75,White,At least some college or beyond,Unknown,34.87889,-76.90166,palings
NC14B,LAMSAS,Female,75,White,At least some college or beyond,Unknown,34.87889,-76.90166,ri… out
NC14C!,LAMSAS,Female,67,White,At least some college or beyond,Other (see notes),35.25333,-77.07333,picket fence
NC15A,LAMSAS,Male,74,White,No formal schooling,Farmer,35.30833,-77.15444,paling
NC15A,LAMSAS,Male,74,White,No formal schooling,Farmer,35.30833,-77.15444,walling
NC15B,LAMSAS,Female,53,White,At least some high school,Keeping house,35.10833,-77.04444,picket
NC15B,LAMSAS,Female,53,White,At least some high school,Keeping house,35.10833,-77.04444,walling
NC15B,LAMSAS,Female,53,White,At least some high school,Keeping house,35.10833,-77.04444,palings
NC15C,LAMSAS,Male,84,White,No formal schooling,Farmer,35.44778,-77.26222,picket wall
NC15C,LAMSAS,Male,84,White,No formal schooling,Farmer,35.44778,-77.26222,palings
NC16A,LAMSAS,Female,74,White,Between 1 and 8 years,Keeping house,35.52889,-77.40139,yard walling
NC16A,LAMSAS,Female,74,White,Between 1 and 8 years,Keeping house,35.52889,-77.40139,yarding palings
NC16A,LAMSAS,Female,74,White,Between 1 and 8 years,Keeping house,35.52889,-77.40139,paling
NC16A,LAMSAS,Female,74,White,Between 1 and 8 years,Keeping house,35.52889,-77.40139,walling
NC16B,LAMSAS,Male,44,White,Between 1 and 8 years,Farmer,35.80695,-77.37917,paling
NC16B,LAMSAS,Male,44,White,Between 1 and 8 years,Farmer,35.80695,-77.37917,walling
NC17A,LAMSAS,Male,66,White,Between 1 and 8 years,Farmer,35.40111,-77.7025,palings
NC17A,LAMSAS,Male,66,White,Between 1 and 8 years,Farmer,35.40111,-77.7025,walling
NC17B,LAMSAS,Male,48,White,At least some high school,Farmer,35.45139,-77.68139,picket fence
NC17B,LAMSAS,Male,48,White,At least some high school,Farmer,35.45139,-77.68139,palings
NC18A,LAMSAS,Male,71,White,No formal schooling,Farmer,35.26722,-78.03778,paling
NC18B,LAMSAS,Female,61,White,At least some high school,Other (see notes),35.19639,-78.06667,picket fence
NC18B,LAMSAS,Female,61,White,At least some high school,Other (see notes),35.19639,-78.06667,paling fence
NC19A,LAMSAS,Male,69,White,Between 1 and 8 years,Farmer,34.83083,-77.81667,palings
NC19B,LAMSAS,Male,51,White,At least some college or beyond,Farmer,35.06333,-78.04056,picket fence
NC19B,LAMSAS,Male,51,White,At least some college or beyond,Farmer,35.06333,-78.04056,paling fence
NC20A,LAMSAS,Male,69,White,Between 1 and 8 years,Fisher,35.06667,-77.59111,paling fence
NC20A,LAMSAS,Male,69,White,Between 1 and 8 years,Fisher,35.06667,-77.59111,picket fence
NC20A,LAMSAS,Male,69,White,Between 1 and 8 years,Fisher,35.06667,-77.59111,palings
NC20A,LAMSAS,Male,69,White,Between 1 and 8 years,Fisher,35.06667,-77.59111,pickets
NC20B,LAMSAS,Male,72,White,Between 1 and 8 years,Fisher,35.06694,-77.35306,paling fence
NC20C,LAMSAS,Female,42,White,At least some high school,Keeping house,34.99222,-76.30917,paling fence
NC21A,LAMSAS,Female,71,White,Between 1 and 8 years,Keeping house,34.695,-76.55972,paling
NC21B,LAMSAS,Male,45,White,At least some college or beyond,Farmer,34.72889,-76.57139,a paling
NC22A,LAMSAS,Male,68,White,Unknown,Farmer,34.90472,-77.23167,paling fence
NC22A,LAMSAS,Male,68,White,Unknown,Farmer,34.90472,-77.23167,paling
NC22B,LAMSAS,Female,43,White,At least some high school,Keeping house,34.75389,-77.43056,palings
NC23A,LAMSAS,Male,75,White,Unknown,Farmer,34.4625,-78.10139,paling
NC23B,LAMSAS,Female,46,White,At least some high school,Keeping house,34.55194,-77.92639,palings
NC23B,LAMSAS,Female,46,White,At least some high school,Keeping house,34.55194,-77.92639,paling fence
NC23C!,LAMSAS,Female,48,White,At least some college or beyond,Unknown,34.22556,-77.945,picket fence
NC23D!,LAMSAS,Female,55,White,Unknown,Unknown,34.13445,-77.88194,paling fence
NC24N,LAMSAS,Male,89,Black or African American,Unknown,Farmer,34.24028,-77.91666,NR
NC24A,LAMSAS,Female,70,White,Between 1 and 8 years,Keeping house,34.17222,-77.89445,paling fence
NC24B,LAMSAS,Male,45,White,At least some high school,Farmer,33.89056,-78.56861,paling fence
NC25N,LAMSAS,Female,60,Black or African American,At least some high school,Farmer,34.10695,-78.5375,NR
NC25A,LAMSAS,Male,73,White,Unknown,Farmer,34.0175,-78.26778,paling
NC25B,LAMSAS,Male,68,White,At least some high school,Farmer,34.99222,-78.18333,paling fence
NC25B,LAMSAS,Male,68,White,At least some high school,Farmer,34.99222,-78.18333,pale fence
NC25B,LAMSAS,Male,68,White,At least some high school,Farmer,34.99222,-78.18333,pales
NC26A,LAMSAS,Female,70,White,Between 1 and 8 years,Keeping house,34.99778,-78.32361,paling
NC26B,LAMSAS,Female,57,White,Unknown,Keeping house,34.99861,-78.19028,paling fence
NC26C!,LAMSAS,Female,37,White,At least some high school,Keeping house,34.95583,-78.7575,picket fence
NC26C!,LAMSAS,Female,37,White,At least some high school,Keeping house,34.95583,-78.7575,paling fence
NC27A,LAMSAS,Male,70,White,Unknown,Farmer,34.97028,-78.94556,paling
NC27B,LAMSAS,Female,47,White,At least some high school,Keeping house,35.0525,-78.87861,paling
NC28A,LAMSAS,Male,73,White,Between 1 and 8 years,Farmer,34.53861,-78.78778,garden paling
,LAMSAS,Male,67,White,Between 1 and 8 years,Farmer,34.62917,-78.60555,NR
NC28C,LAMSAS,Female,40,White,At least some high school,Other (see notes),34.16778,-78.5975,palings
NC29A,LAMSAS,Male,78,White,Between 1 and 8 years,Farmer,34.43889,-78.94945,paling yard
NC29A,LAMSAS,Male,78,White,Between 1 and 8 years,Farmer,34.43889,-78.94945,slat fence
NC29A,LAMSAS,Male,78,White,Between 1 and 8 years,Farmer,34.43889,-78.94945,palings
NC29A,LAMSAS,Male,78,White,Between 1 and 8 years,Farmer,34.43889,-78.94945,slats
NC29B,LAMSAS,Female,43,White,At least some high school,Keeping house,34.33861,-78.70333,palings
NC30A,LAMSAS,Male,89,White,Unknown,Farmer,34.68,-79.19527,paling fence
NC30B,LAMSAS,Female,65,White,At least some high school,Unknown,34.61806,-79.00889,paling fence
NC30B,LAMSAS,Female,65,White,At least some high school,Unknown,34.61806,-79.00889,barbing wire fence
NC31A,LAMSAS,Male,68,White,Unknown,Farmer,36.43694,-77.22916,paling fence
NC31B,LAMSAS,Female,59,White,At least some high school,Unknown,36.35,-77.30583,pale fence
NC32A,LAMSAS,Male,73,White,No formal schooling,Farmer,36.25583,-77.93611,walling
NC32A,LAMSAS,Male,73,White,No formal schooling,Farmer,36.25583,-77.93611,slat fence
NC32A,LAMSAS,Male,73,White,No formal schooling,Farmer,36.25583,-77.93611,pale garden
NC32A,LAMSAS,Male,73,White,No formal schooling,Farmer,36.25583,-77.93611,pales
NC32A,LAMSAS,Male,73,White,No formal schooling,Farmer,36.25583,-77.93611,paling
NC32B!,LAMSAS,Female,59,White,At least some college or beyond,Other (see notes),36.31861,-77.71833,picket fence
NC32B!,LAMSAS,Female,59,White,At least some college or beyond,Other (see notes),36.31861,-77.71833,paling fence
NC33A,LAMSAS,Female,68,White,Between 1 and 8 years,Unknown,35.93806,-77.81667,walling
NC33A,LAMSAS,Female,68,White,Between 1 and 8 years,Unknown,35.93806,-77.81667,paling
NC33B,LAMSAS,Female,40,White,Between 1 and 8 years,Keeping house,35.89667,-77.53611,walling
NC33B,LAMSAS,Female,40,White,Between 1 and 8 years,Keeping house,35.89667,-77.53611,palings
NC34A,LAMSAS,Female,70,White,No formal schooling,Laborer,35.635,-77.93333,palings
NC34B,LAMSAS,Female,61,White,At least some high school,Keeping house,35.655,-77.87,paling
NC35A,LAMSAS,Female,80,White,At least some high school,Keeping house,35.50834,-78.33972,pale fence
NC35A,LAMSAS,Female,80,White,At least some high school,Keeping house,35.50834,-78.33972,palings
NC35B,LAMSAS,Female,44,White,Between 1 and 8 years,Keeping house,35.5,-78.3625,palings
NC36N,LAMSAS,Male,77,Black or African American,Between 1 and 8 years,Farmer,35.28333,-78.91722,NR
NC36A,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,35.32667,-78.67639,paling yard
NC36A,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,35.32667,-78.67639,garden
NC36B,LAMSAS,Male,43,White,At least some high school,Farmer,34.88778,-79.36639,palings
NC37A,LAMSAS,Female,65,White,No formal schooling,Keeping house,34.80889,-79.54806,palings fence
NC37B,LAMSAS,Male,52,White,At least some college or beyond,Farmer,34.75889,-79.61083,paling fence
NC38N,LAMSAS,Male,81,Black or African American,No formal schooling,Farmer,36.48639,-78.17111,NR
NC38A,LAMSAS,Male,70,White,No formal schooling,Farmer,36.34722,-78.06944,palings
NC38B,LAMSAS,Female,58,White,At least some high school,Keeping house,36.17139,-78.2525,palings
NC39A,LAMSAS,Male,77,White,No formal schooling,Farmer,35.96083,-78.25389,paling
NC39B!,LAMSAS,Female,45,White,At least some college or beyond,Keeping house,35.95,-78.24583,palings
NC40A,LAMSAS,Female,68,White,Between 1 and 8 years,Professional or technical job,36.31055,-78.59111,paling fence
NC40A,LAMSAS,Female,68,White,Between 1 and 8 years,Professional or technical job,36.31055,-78.59111,palings
NC40A,LAMSAS,Female,68,White,Between 1 and 8 years,Professional or technical job,36.31055,-78.59111,slats
NC40B,LAMSAS,Male,58,White,Between 1 and 8 years,Farmer,36.44806,-78.57056,picket fence
NC41!,LAMSAS,Female,54,White,At least some college or beyond,Clerical or sales position,35.79139,-78.78139,paling fence
NC42A,LAMSAS,Male,84,White,Between 1 and 8 years,Farmer,35.90694,-78.72639,palings
NC42B,LAMSAS,Female,44,White,At least some high school,Keeping house,35.77195,-78.63889,palings
NC42B,LAMSAS,Female,44,White,At least some high school,Keeping house,35.77195,-78.63889,palings
NC43A,LAMSAS,Female,80,White,No formal schooling,Private household worker or gardener,35.72333,-79.4625,palings
NC43B,LAMSAS,Male,41,White,Between 1 and 8 years,Farmer,35.56778,-79.46333,palings
NC44,LAMSAS,Male,49,White,At least some college or beyond,Farmer,36.1675,-79.16805,palings
NC44,LAMSAS,Male,49,White,At least some college or beyond,Farmer,36.1675,-79.16805,palings
NC45A,LAMSAS,Female,80,White,No formal schooling,Laborer,35.97583,-79.19417,palings
NC45B,LAMSAS,Male,75,White,No formal schooling,Unknown,36.40389,-79.33639,palings
NC46A,LAMSAS,Male,83,White,Between 1 and 8 years,Farmer,36.35472,-79.66472,palings
NC46B,LAMSAS,Male,44,White,At least some college or beyond,Farmer,36.4,-79.77472,palings
NC46C!,LAMSAS,Female,48,White,At least some college or beyond,"Manager, official, or proprietor",36.08972,-79.88889,paling
NC47,LAMSAS,Female,76,White,Between 1 and 8 years,Keeping house,36.08333,-79.895,paling
NC47,LAMSAS,Female,76,White,Between 1 and 8 years,Keeping house,36.08333,-79.895,palings
NC47,LAMSAS,Female,76,White,Between 1 and 8 years,Keeping house,36.08333,-79.895,rowed
NC48,LAMSAS,Male,52,White,At least some high school,Farmer,36.0725,-79.79222,palings
NC49,LAMSAS,Female,79,White,Between 1 and 8 years,Keeping house,35.82306,-79.86111,palings
NC50A,LAMSAS,Male,45,White,At least some high school,Farmer,35.8825,-80.08222,paling fence
NC50A,LAMSAS,Male,45,White,At least some high school,Farmer,35.8825,-80.08222,panel fence
NC50B!,LAMSAS,Female,38,White,At least some college or beyond,Clerical or sales position,35.52111,-80.33833,palings
NC51A,LAMSAS,Female,76,White,Between 1 and 8 years,Keeping house,35.68333,-80.4875,paling fence
NC51B,LAMSAS,Male,49,White,At least some college or beyond,Farmer,35.67083,-80.47444,pale fence
NC52N,LAMSAS,Female,90,Black or African American,No formal schooling,Keeping house,35.47083,-79.77778,NR
NC52A,LAMSAS,Female,77,White,Between 1 and 8 years,Laborer,35.21528,-79.73111,palings
NC52B,LAMSAS,Male,48,White,At least some high school,Farmer,34.96806,-80.07694,paling
NC52B,LAMSAS,Male,48,White,At least some high school,Farmer,34.96806,-80.07694,pale fence
NC53A,LAMSAS,Male,82,White,Unknown,Farmer,34.935,-79.88972,paling
NC53A,LAMSAS,Male,82,White,Unknown,Farmer,34.935,-79.88972,pale fence
NC53B,LAMSAS,Female,42,White,At least some high school,Keeping house,34.86389,-80.00139,paling
NC54A,LAMSAS,Male,79,White,At least some high school,Farmer,34.98833,-80.36723,paling fence
NC54A,LAMSAS,Male,79,White,At least some high school,Farmer,34.98833,-80.36723,paling
NC54A,LAMSAS,Male,79,White,At least some high school,Farmer,34.98833,-80.36723,rowed
NC54B,LAMSAS,Female,41,White,At least some high school,Keeping house,34.98417,-80.44945,palings
NC55,LAMSAS,Male,86,White,No formal schooling,Farmer,35.40861,-80.57972,palings
NC56A,LAMSAS,Female,60,White,At least some high school,Keeping house,35.44167,-80.595,palings
NC56B!,LAMSAS,Female,45,White,At least some college or beyond,Keeping house,35.17944,-80.6475,picket fence
NC57A,LAMSAS,Male,81,White,Between 1 and 8 years,"Manager, official, or proprietor",35.46695,-80.81445,paled in lot
NC57B,LAMSAS,Male,36,White,At least some high school,Farmer,35.22694,-80.84333,pale fence
NC58A,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,36.40917,-80.20611,palings
NC58B,LAMSAS,Female,39,White,Between 1 and 8 years,Unknown,36.41111,-80.21944,palings
NC59,LAMSAS,Female,86,White,Between 1 and 8 years,Keeping house,36.49917,-80.6075,paling fence
NC59,LAMSAS,Female,86,White,Between 1 and 8 years,Keeping house,36.49917,-80.6075,palings
NC60,LAMSAS,Male,41,White,At least some high school,Farmer,36.48222,-80.83806,picket fence
NC60,LAMSAS,Male,41,White,At least some high school,Farmer,36.48222,-80.83806,paling fence
NC61A,LAMSAS,Male,74,White,No formal schooling,Farmer,36.2325,-80.70834,palings
