informant,response,
OH037E,the attic,"stairs, stairway"
OH037F,"attic, store room",
OH037G,attic,
OH038A,"c. upstairs, the attic",
OH038B,attic,ine one or 2 story
OH039A,attic,*wife also loft - in older homes - reached by a ladder.
OH039B,attic,
RI011,"attic, garret",
RI017,"attic, garret, sky parlor",*sky parlor! - heard it used
RI018,attic,"not usually finished up; under the eaves, put things in."
RI019,"slope, sug. garret",under the eaves'; used to store things away. Under the peak of house.
RI020,"attic, sug. garret",garret -- no windows in her grandmother's.
RI023,"slope of the house, garret",garret -- have no real one
RI044,"attic, garret",garret -- less common word
RI071,"attic, garret",garret -- grandmother's term; 'went up garret.'
RI110,"attic, garret, sug. sky parlor, catch all",has heard it; room and shed. Catch-all.
RI111,"store room, garret, attic",garret -- older term; top floor of house. 'carry it up garret.'
RI114,"attic, sug. garret",garret -- not used much now. Now 'no attic or garret.' Just a space; no roof | room finished off to store things.
RI115,"attic, garret, poke hole",attic story'; ch. garret = store place; poke hole -- to poke things away under stairs
RI116,"attic, garret",conv. commode [=a piece of furniture.]
RI121,"attic, garret",
RI122,"garret, f. attic",garret -- 'old garrets'; attic -- always use now
RI134,"attic, garret",garret -- older; wouldn't use word.
RI138,"attic, garret",attic -- so in conv.; garret -- old-fashioned. Grandmother said.
RI143,"garret, sug. attic",the same
RI161,"attic, garret",
RI194,"the eaves, cubby holes, sug. garret",the eaves -- [of a 12 foot studded house]; cupboards = movable wardrobe; house; all them things
RI259,"attic, garret",garret -- used to call them
RI288,"attic, garret",attic -- usual (so cv.)
RI290,"attic, garret, open attic, the attic",garret -- mother said. Open attic -- not finished. Up in the attic.
RI342,"the loft, store room, sg. attic",up on the loft'; of attic rooms 'furnished off as a bedroom.'
VT031,"attic, garret","under ridge pole, rarely finished off. Garret -- anciently more common, now used by antique dealers"
VT042,"attic, garret","attic -- not finished off; garret -- if finished off, not much used"
VT098,"attic, garret",attic -- not finished off; garret -- very rare
VT099,"attic, garret",attic -- over chamber; garret -- between chamber & eaves
VT162,"attic, garret",garret -- older rarer
VT168,"attic, loft, gallery, garret",gallery -- old; garret -- sug.
VT169,NR,
VT182,garret,
VT212,garret,up in the garret
VT213,attic,
VT214,attic,
VT231,"attic, sg. garret",garret -- older word
VT232,attic,
VT236,attic,
VT237,"attic, garret","garret -- his ""folks"" used to call it that."
VT238,"attic, garret",garret -- has heard. (old word.)
VT239,attic,
VT240,attic,"""That's the high-tone way of calling it."" (He never says garret.)"
VT241,attic,cv. up attic
VT242,garret,
VT243,"garret, attic",attic -- modern
VT244,garret,
VT245,attic,
VT256,garret,
VT257,garret,
VT263,"attic, garret","garret -- older, commoner; up in the garret"
VT264,garret,
VT265,"attic, garret",! garret -- old fashioned. Rare.
VT275,"garret, the loft",the loft -- usually restricted to barn.
VT276,"garret, attic",garret -- old fashioned; attic -- commoner
VT277,attic,
VT278,"attic, sg. garret",garret -- years ago // up garret
VT279,NR,
VT280,attic,
VT281,"garret, attic",garret -- cv. non-rhotic; attic -- modern - less natural.
VT314,garret,up garret
VT315,"the attic, the garret","my people always used to call it the garret. ""people"" -> 66.5; ""always"" -> 103.5"
VT316,attic,
VT317,attic,up attic
VT323,"garret, attic",t -- garret. attic -- commoner
VT324,attic,
VT337,"attic, garret",
VT338,"attic, garret",garret -- rare o.
VT339,"attic, garret",garret = shed chamber
VT340,"the peak, attic, garret",
VT341,"attic, garret",garret -- soh.
VT343,"attic, sg. garret",garret -- much larger
VT345,"attic, garret","same. ""Attic"" in one-story house, ""g."" in 2-story house."
VT346,"attic, up garret",t up garret -- rarer
VT347,attic,up attic
VT348,"the attic, attic, garret",attic -- seldom ever (says garret)
VT351,"attic, garret",garret -- s.h.
WI001A,attic,
WI001B,attic,
WI002A,"garret, loft",
WI002B,"garret, attic closet","garret -- was, in Gm.'s house; attic closet -- in our house here"
WI003A,attic,
WI003B,attic,
WI004A,"garret, attic",garret -- older wd.
WI004B,an attic,
WI005A,"garret, attic, loft",garret -- formerly; attic -- now; loft -- also used by some of space over house (as well as in stable)
WI005B,an attic,
WI005C,attic,
WI006A,garret,
WI006B,"attic, garret",garret -- a book word
WI007A,attic,
WI007B,an attic,
WI008A,attic,had a attic
WI008B,an attic,[a (pause) nattic]
WI009A,"store room, attic",store room -- in this house so called (see 75/9); attic -- most common term
WI009B,attic,
WI010A,"attic, s. garret",T --
WI010B,attic,now. None in early days
WI011A,"garret, attic",
WI011B,"garret, attic, loft",garret -- we call ours; attic -- also used; loft -- also used
WI012A,attic,
WI012B,"attic, loft",loft -- used by older people for upstairs reached by a ladder (sleeping quarters)
WI013A,garret,
WI013B,"attic, loft","loft -- of house, as well as of barn"
WI014A,"garret, c. attic",garret -- small room over kitchen
WI014B,attic,
WI015A,attic,
WI015B,attic,
WI016A,attic,present word; no such thing in the old houses
WI016B,"garret, attic",garret -- for storing stuff; attic -- now
WI017A,"attic, loft",attic -- none in oldest houses. Loft -- upstairs part of house. [pic]. Floor to roof.
WI017B,attic,
WI017NA,NR,
WI018A,garret,almost one syllable
WI018B,"garret, attic",garret -- t; attic -- now
WI019A,attic,
WI019B,attic,old house sometimes not high enough!
WI020,"attic, garret",garret oh.
WI021A,attic,up in the attic
WI021B,attic,
WI022A,attic,
WI022B,"attic, garret",attic -- in one house; garret -- in grandmother's house
WI023A,"attic, attics",
WI023B,attic,
WI024A,"attics, loft",loft -- might sleep; would go up on ladder
WI024B,attic,
WI025A,"attic, garret","garret -- also old word, not used much now"
WI025B,attic,
WI026A,"garret, attic",garret -- old wd.; attic -- now
WI026B,attic,
